year,al team,al score,link,birthplace,birthdate,college,was_in_college,name
1943,New York Yankees,4,https://www.baseball-almanac.com/players/player.php?p=borowha01,USA,1916-05-12,Fordham University,True,Hank Borowy
1943,New York Yankees,4,https://www.baseball-almanac.com/players/player.php?p=chandsp01,USA,1907-09-12,University of Georgia,True,Spud Chandler
1943,New York Yankees,4,https://www.baseball-almanac.com/players/player.php?p=murphjo04,USA,1908-07-14,Fordham University,True,Johnny Murphy
1943,New York Yankees,4,https://www.baseball-almanac.com/players/player.php?p=russoma01,USA,1914-07-19,Brooklyn College & LIU Brooklyn,True,Marius Russo
1944,St. Louis Browns,2,https://www.baseball-almanac.com/players/player.php?p=galehde01,USA,1911-12-07,None Attended,False,Denny Galehouse
1944,St. Louis Browns,2,https://www.baseball-almanac.com/players/player.php?p=hollial01,USA,1908-02-25,None Attended,False,Al Hollingsworth
1944,St. Louis Browns,2,https://www.baseball-almanac.com/players/player.php?p=jakucsi01,USA,1909-08-20,None Attended,False,Sig Jakucki
1944,St. Louis Browns,2,https://www.baseball-almanac.com/players/player.php?p=krameja01,USA,1918-01-05,None Attended,False,Jack Kramer
1944,St. Louis Browns,2,https://www.baseball-almanac.com/players/player.php?p=muncrbo01,USA,1916-01-28,None Attended,False,Bob Muncrief
1944,St. Louis Browns,2,https://www.baseball-almanac.com/players/player.php?p=pottene01,USA,1911-08-23,Manchester College,True,Nels Potter
1944,St. Louis Browns,2,https://www.baseball-almanac.com/players/player.php?p=shirlte01,USA,1918-04-25,None Attended,False,Tex Shirley
1945,Detroit Tigers,4,https://www.baseball-almanac.com/players/player.php?p=bentoal01,USA,1911-03-18,None Attended,False,Al Benton
1945,Detroit Tigers,4,https://www.baseball-almanac.com/players/player.php?p=bridgto01,USA,1906-12-28,University of Tennessee,True,Tommy Bridges
1945,Detroit Tigers,4,https://www.baseball-almanac.com/players/player.php?p=castege01,USA,1907-08-04,None Attended,False,George Caster
1945,Detroit Tigers,4,https://www.baseball-almanac.com/players/player.php?p=muellle01,USA,1919-03-04,None Attended,False,Les Mueller
1945,Detroit Tigers,4,https://www.baseball-almanac.com/players/player.php?p=newhoha01,USA,1921-05-20,None Attended,False,Hal Newhouser
1945,Detroit Tigers,4,https://www.baseball-almanac.com/players/player.php?p=overmst01,USA,1919-05-16,Western State Teachers College,True,Stubby Overmire
1945,Detroit Tigers,4,https://www.baseball-almanac.com/players/player.php?p=tobinji01,USA,1912-12-27,None Attended,False,Jim Tobin
1945,Detroit Tigers,4,https://www.baseball-almanac.com/players/player.php?p=troutdi01,USA,1915-06-29,None Attended,False,Dizzy Trout
1945,Detroit Tigers,4,https://www.baseball-almanac.com/players/player.php?p=truckvi01,USA,1917-04-26,None Attended,False,Virgil Trucks
1946,Boston Red Sox,3,https://www.baseball-almanac.com/players/player.php?p=bagbyji02,USA,1916-09-08,None Attended,False,Jim Bagby
1946,Boston Red Sox,3,https://www.baseball-almanac.com/players/player.php?p=brownma01,USA,1909-05-21,State University of Iowa,True,Mace Brown
1946,Boston Red Sox,3,https://www.baseball-almanac.com/players/player.php?p=dobsojo01,USA,1917-01-20,None Attended,False,Joe Dobson
1946,Boston Red Sox,3,https://www.baseball-almanac.com/players/player.php?p=dreiscl01,USA,1916-01-24,None Attended,False,Clem Dreisewerd
1946,Boston Red Sox,3,https://www.baseball-almanac.com/players/player.php?p=ferrida01,USA,1921-12-05,Mississippi State College,True,Dave Ferriss
1946,Boston Red Sox,3,https://www.baseball-almanac.com/players/player.php?p=harrimi01,USA,1917-01-30,None Attended,False,Mickey Harris
1946,Boston Red Sox,3,https://www.baseball-almanac.com/players/player.php?p=hughste01,USA,1916-02-09,University of Texas,True,Tex Hughson
1946,Boston Red Sox,3,https://www.baseball-almanac.com/players/player.php?p=johnsea01,USA,1919-04-02,Saint Mary's College of California,True,Earl Johnson
1946,Boston Red Sox,3,https://www.baseball-almanac.com/players/player.php?p=klingbo01,USA,1908-06-04,None Attended,False,Bob Klinger
1946,Boston Red Sox,3,https://www.baseball-almanac.com/players/player.php?p=rybami01,USA,1903-06-09,Saint Francis University,True,Mike Ryba
1946,Boston Red Sox,3,https://www.baseball-almanac.com/players/player.php?p=zuberbi01,USA,1913-03-26,None Attended,False,Bill Zuber
1947,New York Yankees,4,https://www.baseball-almanac.com/players/player.php?p=bevenbi01,USA,1916-10-21,None Attended,False,Bill Bevens
1947,New York Yankees,4,https://www.baseball-almanac.com/players/player.php?p=chandsp01,USA,1907-09-12,University of Georgia,True,Spud Chandler
1947,New York Yankees,4,https://www.baseball-almanac.com/players/player.php?p=drewska01,USA,1920-02-22,None Attended,False,Karl Drews
1947,New York Yankees,4,https://www.baseball-almanac.com/players/player.php?p=newsobo01,USA,1907-08-11,None Attended,False,Bobo Newsom
1947,New York Yankees,4,https://www.baseball-almanac.com/players/player.php?p=pagejo01,USA,1917-10-28,None Attended,False,Joe Page
1947,New York Yankees,4,https://www.baseball-almanac.com/players/player.php?p=raschvi01,USA,1919-03-28,College of William & Mary,True,Vic Raschi
1947,New York Yankees,4,https://www.baseball-almanac.com/players/player.php?p=reynoal01,USA,1917-02-10,Oklahoma Agricultural & Mechanical,True,Allie Reynolds
1947,New York Yankees,4,https://www.baseball-almanac.com/players/player.php?p=sheasp01,USA,1920-10-02,None Attended,False,Spec Shea
1947,New York Yankees,4,https://www.baseball-almanac.com/players/player.php?p=wenslbu01,USA,1915-12-03,None Attended,False,Butch Wensloff
1948,Cleveland Indians,4,https://www.baseball-almanac.com/players/player.php?p=beardge01,USA,1920-09-05,None Attended,False,Gene Bearden
1948,Cleveland Indians,4,https://www.baseball-almanac.com/players/player.php?p=chrisru01,USA,1917-09-12,None Attended,False,Russ Christopher
1948,Cleveland Indians,4,https://www.baseball-almanac.com/players/player.php?p=fellebo01,USA,1918-11-03,None Attended,False,Bob Feller
1948,Cleveland Indians,4,https://www.baseball-almanac.com/players/player.php?p=gromest01,USA,1920-01-15,None Attended,False,Steve Gromek
1948,Cleveland Indians,4,https://www.baseball-almanac.com/players/player.php?p=kliemed01,USA,1918-03-21,None Attended,False,Ed Klieman
1948,Cleveland Indians,4,https://www.baseball-almanac.com/players/player.php?p=lemonbo01,USA,1920-09-22,None Attended,False,Bob Lemon
1948,Cleveland Indians,4,https://www.baseball-almanac.com/players/player.php?p=muncrbo01,USA,1916-01-28,None Attended,False,Bob Muncrief
1948,Cleveland Indians,4,https://www.baseball-almanac.com/players/player.php?p=paigesa01,USA,1906-07-07,None Attended,False,Satchel Paige
1949,New York Yankees,4,https://www.baseball-almanac.com/players/player.php?p=byrneto01,USA,1919-12-31,Wake Forest College,True,Tommy Byrne
1949,New York Yankees,4,https://www.baseball-almanac.com/players/player.php?p=lopated01,USA,1918-06-21,None Attended,False,Ed Lopat
1949,New York Yankees,4,https://www.baseball-almanac.com/players/player.php?p=pagejo01,USA,1917-10-28,None Attended,False,Joe Page
1949,New York Yankees,4,https://www.baseball-almanac.com/players/player.php?p=raschvi01,USA,1919-03-28,College of William & Mary,True,Vic Raschi
1949,New York Yankees,4,https://www.baseball-almanac.com/players/player.php?p=reynoal01,USA,1917-02-10,Oklahoma Agricultural & Mechanical,True,Allie Reynolds
1950,New York Yankees,4,https://www.baseball-almanac.com/players/player.php?p=ferrito01,USA,1915-01-06,None Attended,False,Tom Ferrick
1950,New York Yankees,4,https://www.baseball-almanac.com/players/player.php?p=fordwh01,USA,1928-10-21,None Attended,False,Whitey Ford
1950,New York Yankees,4,https://www.baseball-almanac.com/players/player.php?p=lopated01,USA,1918-06-21,None Attended,False,Ed Lopat
1950,New York Yankees,4,https://www.baseball-almanac.com/players/player.php?p=raschvi01,USA,1919-03-28,College of William & Mary,True,Vic Raschi
1950,New York Yankees,4,https://www.baseball-almanac.com/players/player.php?p=reynoal01,USA,1917-02-10,Oklahoma Agricultural & Mechanical,True,Allie Reynolds
1951,New York Yankees,4,https://www.baseball-almanac.com/players/player.php?p=hoguebo01,USA,1921-04-05,None Attended,False,Bobby Hogue
1951,New York Yankees,4,https://www.baseball-almanac.com/players/player.php?p=kuzavbo01,USA,1923-05-28,None Attended,False,Bob Kuzava
1951,New York Yankees,4,https://www.baseball-almanac.com/players/player.php?p=lopated01,USA,1918-06-21,None Attended,False,Ed Lopat
1951,New York Yankees,4,https://www.baseball-almanac.com/players/player.php?p=morgato01,USA,1930-05-20,None Attended,False,Tom Morgan
1951,New York Yankees,4,https://www.baseball-almanac.com/players/player.php?p=ostrojo02,USA,1916-11-15,University of Scranton,True,Joe Ostrowski
1951,New York Yankees,4,https://www.baseball-almanac.com/players/player.php?p=raschvi01,USA,1919-03-28,College of William & Mary,True,Vic Raschi
1951,New York Yankees,4,https://www.baseball-almanac.com/players/player.php?p=reynoal01,USA,1917-02-10,Oklahoma Agricultural & Mechanical,True,Allie Reynolds
1951,New York Yankees,4,https://www.baseball-almanac.com/players/player.php?p=sainjo01,USA,1917-09-25,None Attended,False,Johnny Sain
1952,New York Yankees,4,https://www.baseball-almanac.com/players/player.php?p=blackew01,USA,1922-10-23,La Verne College,True,Ewell Blackwell
1952,New York Yankees,4,https://www.baseball-almanac.com/players/player.php?p=gormato02,USA,1925-01-04,None Attended,False,Tom Gorman
1952,New York Yankees,4,https://www.baseball-almanac.com/players/player.php?p=kuzavbo01,USA,1923-05-28,None Attended,False,Bob Kuzava
1952,New York Yankees,4,https://www.baseball-almanac.com/players/player.php?p=lopated01,USA,1918-06-21,None Attended,False,Ed Lopat
1952,New York Yankees,4,https://www.baseball-almanac.com/players/player.php?p=raschvi01,USA,1919-03-28,College of William & Mary,True,Vic Raschi
1952,New York Yankees,4,https://www.baseball-almanac.com/players/player.php?p=reynoal01,USA,1917-02-10,Oklahoma Agricultural & Mechanical,True,Allie Reynolds
1952,New York Yankees,4,https://www.baseball-almanac.com/players/player.php?p=sainjo01,USA,1917-09-25,None Attended,False,Johnny Sain
1952,New York Yankees,4,https://www.baseball-almanac.com/players/player.php?p=scarbra01,USA,1917-07-23,Wake Forest College,True,Ray Scarborough
1953,New York Yankees,4,https://www.baseball-almanac.com/players/player.php?p=fordwh01,USA,1928-10-21,None Attended,False,Whitey Ford
1953,New York Yankees,4,https://www.baseball-almanac.com/players/player.php?p=gormato02,USA,1925-01-04,None Attended,False,Tom Gorman
1953,New York Yankees,4,https://www.baseball-almanac.com/players/player.php?p=kuzavbo01,USA,1923-05-28,None Attended,False,Bob Kuzava
1953,New York Yankees,4,https://www.baseball-almanac.com/players/player.php?p=lopated01,USA,1918-06-21,None Attended,False,Ed Lopat
1953,New York Yankees,4,https://www.baseball-almanac.com/players/player.php?p=mcdonji04,USA,1927-05-17,None Attended,False,Jim Mcdonald
1953,New York Yankees,4,https://www.baseball-almanac.com/players/player.php?p=raschvi01,USA,1919-03-28,College of William & Mary,True,Vic Raschi
1953,New York Yankees,4,https://www.baseball-almanac.com/players/player.php?p=reynoal01,USA,1917-02-10,Oklahoma Agricultural & Mechanical,True,Allie Reynolds
1953,New York Yankees,4,https://www.baseball-almanac.com/players/player.php?p=sainjo01,USA,1917-09-25,None Attended,False,Johnny Sain
1953,New York Yankees,4,https://www.baseball-almanac.com/players/player.php?p=schalar01,USA,1924-04-25,Marin Junior College,True,Art Schallock
1954,Cleveland Indians,0,https://www.baseball-almanac.com/players/player.php?p=garcimi01,USA,1923-11-17,None Attended,False,Mike Garcia
1954,Cleveland Indians,0,https://www.baseball-almanac.com/players/player.php?p=houttar01,USA,1927-08-07,None Attended,False,Art Houtteman
1954,Cleveland Indians,0,https://www.baseball-almanac.com/players/player.php?p=lemonbo01,USA,1920-09-22,None Attended,False,Bob Lemon
1954,Cleveland Indians,0,https://www.baseball-almanac.com/players/player.php?p=mossido01,USA,1929-01-11,None Attended,False,Don Mossi
1954,Cleveland Indians,0,https://www.baseball-almanac.com/players/player.php?p=narlera01,USA,1928-11-25,None Attended,False,Ray Narleski
1954,Cleveland Indians,0,https://www.baseball-almanac.com/players/player.php?p=newhoha01,USA,1921-05-20,None Attended,False,Hal Newhouser
1954,Cleveland Indians,0,https://www.baseball-almanac.com/players/player.php?p=wynnea01,USA,1920-01-06,None Attended,False,Early Wynn
1955,New York Yankees,3,https://www.baseball-almanac.com/players/player.php?p=byrneto01,USA,1919-12-31,Wake Forest College,True,Tommy Byrne
1955,New York Yankees,3,https://www.baseball-almanac.com/players/player.php?p=colemri01,USA,1931-07-31,Wake Forest & Syracuse (DNP),True,Rip Coleman
1955,New York Yankees,3,https://www.baseball-almanac.com/players/player.php?p=fordwh01,USA,1928-10-21,None Attended,False,Whitey Ford
1955,New York Yankees,3,https://www.baseball-almanac.com/players/player.php?p=grimbo01,USA,1930-03-08,None Attended,False,Bob Grim
1955,New York Yankees,3,https://www.baseball-almanac.com/players/player.php?p=kucksjo01,USA,1932-07-27,None Attended,False,Johnny Kucks
1955,New York Yankees,3,https://www.baseball-almanac.com/players/player.php?p=larsedo01,USA,1929-08-07,None Attended,False,Don Larsen
1955,New York Yankees,3,https://www.baseball-almanac.com/players/player.php?p=morgato01,USA,1930-05-20,None Attended,False,Tom Morgan
1955,New York Yankees,3,https://www.baseball-almanac.com/players/player.php?p=sturdto01,USA,1930-04-28,None Attended,False,Tom Sturdivant
1955,New York Yankees,3,https://www.baseball-almanac.com/players/player.php?p=turlebo01,USA,1930-09-19,None Attended,False,Bob Turley
1956,New York Yankees,4,https://www.baseball-almanac.com/players/player.php?p=byrneto01,USA,1919-12-31,Wake Forest College,True,Tommy Byrne
1956,New York Yankees,4,https://www.baseball-almanac.com/players/player.php?p=fordwh01,USA,1928-10-21,None Attended,False,Whitey Ford
1956,New York Yankees,4,https://www.baseball-almanac.com/players/player.php?p=kucksjo01,USA,1932-07-27,None Attended,False,Johnny Kucks
1956,New York Yankees,4,https://www.baseball-almanac.com/players/player.php?p=larsedo01,USA,1929-08-07,None Attended,False,Don Larsen
1956,New York Yankees,4,https://www.baseball-almanac.com/players/player.php?p=mcdermi03,USA,1929-04-29,None Attended,False,Mickey Mcdermott
1956,New York Yankees,4,https://www.baseball-almanac.com/players/player.php?p=morgato01,USA,1930-05-20,None Attended,False,Tom Morgan
1956,New York Yankees,4,https://www.baseball-almanac.com/players/player.php?p=sturdto01,USA,1930-04-28,None Attended,False,Tom Sturdivant
1956,New York Yankees,4,https://www.baseball-almanac.com/players/player.php?p=turlebo01,USA,1930-09-19,None Attended,False,Bob Turley
1957,New York Yankees,3,https://www.baseball-almanac.com/players/player.php?p=byrneto01,USA,1919-12-31,Wake Forest College,True,Tommy Byrne
1957,New York Yankees,3,https://www.baseball-almanac.com/players/player.php?p=ditmaar01,USA,1929-04-03,None Attended,False,Art Ditmar
1957,New York Yankees,3,https://www.baseball-almanac.com/players/player.php?p=fordwh01,USA,1928-10-21,None Attended,False,Whitey Ford
1957,New York Yankees,3,https://www.baseball-almanac.com/players/player.php?p=grimbo01,USA,1930-03-08,None Attended,False,Bob Grim
1957,New York Yankees,3,https://www.baseball-almanac.com/players/player.php?p=kucksjo01,USA,1932-07-27,None Attended,False,Johnny Kucks
1957,New York Yankees,3,https://www.baseball-almanac.com/players/player.php?p=larsedo01,USA,1929-08-07,None Attended,False,Don Larsen
1957,New York Yankees,3,https://www.baseball-almanac.com/players/player.php?p=shantbo01,USA,1925-09-26,None Attended,False,Bobby Shantz
1957,New York Yankees,3,https://www.baseball-almanac.com/players/player.php?p=sturdto01,USA,1930-04-28,None Attended,False,Tom Sturdivant
1957,New York Yankees,3,https://www.baseball-almanac.com/players/player.php?p=turlebo01,USA,1930-09-19,None Attended,False,Bob Turley
1958,New York Yankees,4,https://www.baseball-almanac.com/players/player.php?p=dicksmu01,USA,1916-08-21,None Attended,False,Murry Dickson
1958,New York Yankees,4,https://www.baseball-almanac.com/players/player.php?p=ditmaar01,USA,1929-04-03,None Attended,False,Art Ditmar
1958,New York Yankees,4,https://www.baseball-almanac.com/players/player.php?p=durenry01,USA,1929-02-22,None Attended,False,Ryne Duren
1958,New York Yankees,4,https://www.baseball-almanac.com/players/player.php?p=fordwh01,USA,1928-10-21,None Attended,False,Whitey Ford
1958,New York Yankees,4,https://www.baseball-almanac.com/players/player.php?p=kucksjo01,USA,1932-07-27,None Attended,False,Johnny Kucks
1958,New York Yankees,4,https://www.baseball-almanac.com/players/player.php?p=larsedo01,USA,1929-08-07,None Attended,False,Don Larsen
1958,New York Yankees,4,https://www.baseball-almanac.com/players/player.php?p=maasdu01,USA,1929-01-31,None Attended,False,Duke Maas
1958,New York Yankees,4,https://www.baseball-almanac.com/players/player.php?p=monroza01,USA,1931-07-08,Bradley University,True,Zach Monroe
1958,New York Yankees,4,https://www.baseball-almanac.com/players/player.php?p=turlebo01,USA,1930-09-19,None Attended,False,Bob Turley
1959,Chicago White Sox,2,https://www.baseball-almanac.com/players/player.php?p=donovdi01,USA,1927-12-07,None Attended,False,Dick Donovan
1959,Chicago White Sox,2,https://www.baseball-almanac.com/players/player.php?p=lowntu01,USA,1924-05-30,None Attended,False,Turk Lown
1959,Chicago White Sox,2,https://www.baseball-almanac.com/players/player.php?p=moorera02,USA,1926-06-01,None Attended,False,Ray Moore
1959,Chicago White Sox,2,https://www.baseball-almanac.com/players/player.php?p=piercbi02,USA,1927-04-02,None Attended,False,Billy Pierce
1959,Chicago White Sox,2,https://www.baseball-almanac.com/players/player.php?p=shawbo01,USA,1933-06-29,St. Lawrence University,True,Bob Shaw
1959,Chicago White Sox,2,https://www.baseball-almanac.com/players/player.php?p=stalege01,USA,1920-08-21,None Attended,False,Gerry Staley
1959,Chicago White Sox,2,https://www.baseball-almanac.com/players/player.php?p=wynnea01,USA,1920-01-06,None Attended,False,Early Wynn
1960,New York Yankees,3,https://www.baseball-almanac.com/players/player.php?p=arroylu01,Puerto Rico,1927-02-18,None Attended,False,Luis Arroyo
1960,New York Yankees,3,https://www.baseball-almanac.com/players/player.php?p=coateji01,USA,1932-08-04,None Attended,False,Jim Coates
1960,New York Yankees,3,https://www.baseball-almanac.com/players/player.php?p=ditmaar01,USA,1929-04-03,None Attended,False,Art Ditmar
1960,New York Yankees,3,https://www.baseball-almanac.com/players/player.php?p=durenry01,USA,1929-02-22,None Attended,False,Ryne Duren
1960,New York Yankees,3,https://www.baseball-almanac.com/players/player.php?p=fordwh01,USA,1928-10-21,None Attended,False,Whitey Ford
1960,New York Yankees,3,https://www.baseball-almanac.com/players/player.php?p=maasdu01,USA,1929-01-31,None Attended,False,Duke Maas
1960,New York Yankees,3,https://www.baseball-almanac.com/players/player.php?p=shantbo01,USA,1925-09-26,None Attended,False,Bobby Shantz
1960,New York Yankees,3,https://www.baseball-almanac.com/players/player.php?p=staffbi01,USA,1939-08-13,None Attended,False,Bill Stafford
1960,New York Yankees,3,https://www.baseball-almanac.com/players/player.php?p=terryra01,USA,1936-01-09,Southwest Missouri State University (DNP),True,Ralph Terry
1960,New York Yankees,3,https://www.baseball-almanac.com/players/player.php?p=turlebo01,USA,1930-09-19,None Attended,False,Bob Turley
1961,New York Yankees,4,https://www.baseball-almanac.com/players/player.php?p=arroylu01,Puerto Rico,1927-02-18,None Attended,False,Luis Arroyo
1961,New York Yankees,4,https://www.baseball-almanac.com/players/player.php?p=coateji01,USA,1932-08-04,None Attended,False,Jim Coates
1961,New York Yankees,4,https://www.baseball-almanac.com/players/player.php?p=daleybu01,USA,1932-10-07,None Attended,False,Bud Daley
1961,New York Yankees,4,https://www.baseball-almanac.com/players/player.php?p=fordwh01,USA,1928-10-21,None Attended,False,Whitey Ford
1961,New York Yankees,4,https://www.baseball-almanac.com/players/player.php?p=staffbi01,USA,1939-08-13,None Attended,False,Bill Stafford
1961,New York Yankees,4,https://www.baseball-almanac.com/players/player.php?p=terryra01,USA,1936-01-09,Southwest Missouri State University (DNP),True,Ralph Terry
1962,New York Yankees,4,https://www.baseball-almanac.com/players/player.php?p=bridgma01,USA,1931-06-02,None Attended,False,Marshall Bridges
1962,New York Yankees,4,https://www.baseball-almanac.com/players/player.php?p=coateji01,USA,1932-08-04,None Attended,False,Jim Coates
1962,New York Yankees,4,https://www.baseball-almanac.com/players/player.php?p=daleybu01,USA,1932-10-07,None Attended,False,Bud Daley
1962,New York Yankees,4,https://www.baseball-almanac.com/players/player.php?p=fordwh01,USA,1928-10-21,None Attended,False,Whitey Ford
1962,New York Yankees,4,https://www.baseball-almanac.com/players/player.php?p=staffbi01,USA,1939-08-13,None Attended,False,Bill Stafford
1962,New York Yankees,4,https://www.baseball-almanac.com/players/player.php?p=terryra01,USA,1936-01-09,Southwest Missouri State University (DNP),True,Ralph Terry
1963,New York Yankees,0,https://www.baseball-almanac.com/players/player.php?p=boutoji01,USA,1939-03-08,Western Michigan University,True,Jim Bouton
1963,New York Yankees,0,https://www.baseball-almanac.com/players/player.php?p=downial01,USA,1941-06-28,Rider College (DNP),True,Al Downing
1963,New York Yankees,0,https://www.baseball-almanac.com/players/player.php?p=fordwh01,USA,1928-10-21,None Attended,False,Whitey Ford
1963,New York Yankees,0,https://www.baseball-almanac.com/players/player.php?p=hamilst01,USA,1934-11-30,Morehead State University,True,Steve Hamilton
1963,New York Yankees,0,https://www.baseball-almanac.com/players/player.php?p=renifha01,USA,1938-07-02,None Attended,False,Hal Reniff
1963,New York Yankees,0,https://www.baseball-almanac.com/players/player.php?p=terryra01,USA,1936-01-09,Southwest Missouri State University (DNP),True,Ralph Terry
1963,New York Yankees,0,https://www.baseball-almanac.com/players/player.php?p=willist02,USA,1936-09-14,None Attended,False,Stan Williams
1964,New York Yankees,3,https://www.baseball-almanac.com/players/player.php?p=boutoji01,USA,1939-03-08,Western Michigan University,True,Jim Bouton
1964,New York Yankees,3,https://www.baseball-almanac.com/players/player.php?p=downial01,USA,1941-06-28,Rider College (DNP),True,Al Downing
1964,New York Yankees,3,https://www.baseball-almanac.com/players/player.php?p=fordwh01,USA,1928-10-21,None Attended,False,Whitey Ford
1964,New York Yankees,3,https://www.baseball-almanac.com/players/player.php?p=hamilst01,USA,1934-11-30,Morehead State University,True,Steve Hamilton
1964,New York Yankees,3,https://www.baseball-almanac.com/players/player.php?p=mikkepe01,USA,1939-10-25,None Attended,False,Pete Mikkelsen
1964,New York Yankees,3,https://www.baseball-almanac.com/players/player.php?p=renifha01,USA,1938-07-02,None Attended,False,Hal Reniff
1964,New York Yankees,3,https://www.baseball-almanac.com/players/player.php?p=sheldro01,USA,1936-12-17,University of Connecticut & Texas A&M,True,Rollie Sheldon
1964,New York Yankees,3,https://www.baseball-almanac.com/players/player.php?p=stottme01,USA,1941-11-13,Yakima Valley College,True,Mel Stottlemyre
1964,New York Yankees,3,https://www.baseball-almanac.com/players/player.php?p=terryra01,USA,1936-01-09,Southwest Missouri State University (DNP),True,Ralph Terry
1965,Minnesota Twins,3,https://www.baseball-almanac.com/players/player.php?p=bosweda01,USA,1945-01-20,None Attended,False,Dave Boswell
1965,Minnesota Twins,3,https://www.baseball-almanac.com/players/player.php?p=grantmu01,USA,1935-08-13,None Attended,False,Mudcat Grant
1965,Minnesota Twins,3,https://www.baseball-almanac.com/players/player.php?p=kaatji01,USA,1938-11-07,Hope College,True,Jim Kaat
1965,Minnesota Twins,3,https://www.baseball-almanac.com/players/player.php?p=klippjo01,USA,1927-10-17,None Attended,False,Johnny Klippstein
1965,Minnesota Twins,3,https://www.baseball-almanac.com/players/player.php?p=merriji01,USA,1943-12-09,None Attended,False,Jim Merritt
1965,Minnesota Twins,3,https://www.baseball-almanac.com/players/player.php?p=pascuca02,Cuba,1934-01-20,None Attended,False,Camilo Pascual
1965,Minnesota Twins,3,https://www.baseball-almanac.com/players/player.php?p=perryji01,USA,1935-10-30,Campbell Junior College,True,Jim Perry
1965,Minnesota Twins,3,https://www.baseball-almanac.com/players/player.php?p=pleisbi01,USA,1937-08-05,None Attended,False,Bill Pleis
1965,Minnesota Twins,3,https://www.baseball-almanac.com/players/player.php?p=worthal01,USA,1929-02-05,Howard & Alabama,True,Al Worthington
1966,Baltimore Orioles,4,https://www.baseball-almanac.com/players/player.php?p=bunkewa01,USA,1945-01-25,None Attended,False,Wally Bunker
1966,Baltimore Orioles,4,https://www.baseball-almanac.com/players/player.php?p=drabomo01,Poland,1935-07-21,Trinity College,True,Moe Drabowsky
1966,Baltimore Orioles,4,https://www.baseball-almanac.com/players/player.php?p=mcnalda01,USA,1942-10-31,None Attended,False,Dave Mcnally
1966,Baltimore Orioles,4,https://www.baseball-almanac.com/players/player.php?p=palmeji01,USA,1945-10-15,None Attended,False,Jim Palmer
1967,Boston Red Sox,3,https://www.baseball-almanac.com/players/player.php?p=bellga01,USA,1936-11-17,None Attended,False,Gary Bell
1967,Boston Red Sox,3,https://www.baseball-almanac.com/players/player.php?p=brettke01,USA,1948-09-18,None Attended,False,Ken Brett
1967,Boston Red Sox,3,https://www.baseball-almanac.com/players/player.php?p=lonboji01,USA,1942-04-16,Stanford University,True,Jim Lonborg
1967,Boston Red Sox,3,https://www.baseball-almanac.com/players/player.php?p=morehda01,USA,1942-09-05,None Attended,False,Dave Morehead
1967,Boston Red Sox,3,https://www.baseball-almanac.com/players/player.php?p=osinsda01,USA,1933-11-17,None Attended,False,Dan Osinski
1967,Boston Red Sox,3,https://www.baseball-almanac.com/players/player.php?p=santijo02,Puerto Rico,1940-08-15,None Attended,False,Jose Santiago
1967,Boston Red Sox,3,https://www.baseball-almanac.com/players/player.php?p=stangle01,USA,1936-10-27,Drake University (DNP),True,Lee Stange
1967,Boston Red Sox,3,https://www.baseball-almanac.com/players/player.php?p=stephje01,USA,1943-10-06,None Attended,False,Jerry Stephenson
1967,Boston Red Sox,3,https://www.baseball-almanac.com/players/player.php?p=waslega01,USA,1941-07-21,University of Connecticut,True,Gary Waslewski
1967,Boston Red Sox,3,https://www.baseball-almanac.com/players/player.php?p=wyattjo02,USA,1935-04-19,None Attended,False,John Wyatt
1968,Detroit Tigers,4,https://www.baseball-almanac.com/players/player.php?p=dobsopa01,USA,1942-02-12,None Attended,False,Pat Dobson
1968,Detroit Tigers,4,https://www.baseball-almanac.com/players/player.php?p=hillejo01,Canada,1943-04-08,None Attended,False,John Hiller
1968,Detroit Tigers,4,https://www.baseball-almanac.com/players/player.php?p=lashefr01,USA,1941-08-19,None Attended,False,Fred Lasher
1968,Detroit Tigers,4,https://www.baseball-almanac.com/players/player.php?p=lolicmi01,USA,1940-09-12,None Attended,False,Mickey Lolich
1968,Detroit Tigers,4,https://www.baseball-almanac.com/players/player.php?p=mclaide01,USA,1944-03-29,None Attended,False,Denny Mclain
1968,Detroit Tigers,4,https://www.baseball-almanac.com/players/player.php?p=mcmahdo02,USA,1930-01-04,None Attended,False,Don Mcmahon
1968,Detroit Tigers,4,https://www.baseball-almanac.com/players/player.php?p=patteda02,USA,1943-11-21,College of the Sequoias,True,Daryl Patterson
1968,Detroit Tigers,4,https://www.baseball-almanac.com/players/player.php?p=sparmjo01,USA,1942-02-04,Ohio State University,True,Joe Sparma
1968,Detroit Tigers,4,https://www.baseball-almanac.com/players/player.php?p=wilsoea01,USA,1934-10-02,None Attended,False,Earl Wilson
1969,Baltimore Orioles,1,https://www.baseball-almanac.com/players/player.php?p=cuellmi01,Cuba,1937-05-08,None Attended,False,Mike Cuellar
1969,Baltimore Orioles,1,https://www.baseball-almanac.com/players/player.php?p=halldi01,USA,1930-09-27,Swarthmore College,True,Dick Hall
1969,Baltimore Orioles,1,https://www.baseball-almanac.com/players/player.php?p=leonhda01,USA,1941-01-22,Johns Hopkins University,True,Dave Leonhard
1969,Baltimore Orioles,1,https://www.baseball-almanac.com/players/player.php?p=mcnalda01,USA,1942-10-31,None Attended,False,Dave Mcnally
1969,Baltimore Orioles,1,https://www.baseball-almanac.com/players/player.php?p=palmeji01,USA,1945-10-15,None Attended,False,Jim Palmer
