year,nl,nl score,name_x,link,name_y,birthplace,birthdate,college,was_in_college
1935,Chicago Cubs,2,Roy Henshaw,https://www.baseball-almanac.com/players/player.php?p=henshro01,Roy Henshaw,USA,1911-07-29,University of Chicago,True
1935,Chicago Cubs,2,Fabian Kowalik,https://www.baseball-almanac.com/players/player.php?p=kowalfa01,Fabian Kowalik,USA,1908-04-22,None Attended,False
1935,Chicago Cubs,2,Bill Lee,https://www.baseball-almanac.com/players/player.php?p=leebi02,Bill Lee,USA,1909-10-21,None Attended,False
1935,Chicago Cubs,2,Charlie Root,https://www.baseball-almanac.com/players/player.php?p=rootch01,Charlie Root,USA,1899-03-17,None Attended,False
1935,Chicago Cubs,2,Lon Warneke,https://www.baseball-almanac.com/players/player.php?p=warnelo01,Lon Warneke,USA,1909-03-28,None Attended,False
1936,New York Giants,2,Slick Castleman,https://www.baseball-almanac.com/players/player.php?p=castlsl01,Slick Castleman,USA,1913-09-08,None Attended,False
1936,New York Giants,2,Dick Coffman,https://www.baseball-almanac.com/players/player.php?p=coffmdi01,Dick Coffman,USA,1906-12-18,None Attended,False
1936,New York Giants,2,Freddie Fitzsimmons,https://www.baseball-almanac.com/players/player.php?p=fitzsfr01,Freddie Fitzsimmons,USA,1901-07-28,None Attended,False
1936,New York Giants,2,Frank Gabler,https://www.baseball-almanac.com/players/player.php?p=gablefr01,Frank Gabler,USA,1911-11-06,None Attended,False
1936,New York Giants,2,Harry Gumbert,https://www.baseball-almanac.com/players/player.php?p=gumbeha01,Harry Gumbert,USA,1909-11-05,None Attended,False
1936,New York Giants,2,Carl Hubbell,https://www.baseball-almanac.com/players/player.php?p=hubbeca01,Carl Hubbell,USA,1903-06-22,None Attended,False
1936,New York Giants,2,Hal Schumacher,https://www.baseball-almanac.com/players/player.php?p=schumha02,Hal Schumacher,USA,1910-11-23,St. Lawrence University,True
1936,New York Giants,2,Al Smith,https://www.baseball-almanac.com/players/player.php?p=smithal03,Al Smith,USA,1907-10-12,None Attended,False
1937,New York Giants,1,Don Brennan,https://www.baseball-almanac.com/players/player.php?p=brenndo01,Don Brennan,USA,1903-12-02,Georgetown University,True
1937,New York Giants,1,Dick Coffman,https://www.baseball-almanac.com/players/player.php?p=coffmdi01,Dick Coffman,USA,1906-12-18,None Attended,False
1937,New York Giants,1,Harry Gumbert,https://www.baseball-almanac.com/players/player.php?p=gumbeha01,Harry Gumbert,USA,1909-11-05,None Attended,False
1937,New York Giants,1,Carl Hubbell,https://www.baseball-almanac.com/players/player.php?p=hubbeca01,Carl Hubbell,USA,1903-06-22,None Attended,False
1937,New York Giants,1,Cliff Melton,https://www.baseball-almanac.com/players/player.php?p=meltocl01,Cliff Melton,USA,1912-01-03,None Attended,False
1937,New York Giants,1,Hal Schumacher,https://www.baseball-almanac.com/players/player.php?p=schumha02,Hal Schumacher,USA,1910-11-23,St. Lawrence University,True
1937,New York Giants,1,Al Smith,https://www.baseball-almanac.com/players/player.php?p=smithal03,Al Smith,USA,1907-10-12,None Attended,False
1938,Chicago Cubs,0,Clay Bryant,https://www.baseball-almanac.com/players/player.php?p=bryancl01,Clay Bryant,USA,1911-11-16,None Attended,False
1938,Chicago Cubs,0,Tex Carleton,https://www.baseball-almanac.com/players/player.php?p=carlete01,Tex Carleton,USA,1906-08-19,Texas Christian University,True
1938,Chicago Cubs,0,Dizzy Dean,https://www.baseball-almanac.com/players/player.php?p=deandi01,Dizzy Dean,USA,1910-01-16,None Attended,False
1938,Chicago Cubs,0,Larry French,https://www.baseball-almanac.com/players/player.php?p=frencla01,Larry French,USA,1907-11-01,None Attended,False
1938,Chicago Cubs,0,Bill Lee,https://www.baseball-almanac.com/players/player.php?p=leebi02,Bill Lee,USA,1909-10-21,None Attended,False
1938,Chicago Cubs,0,Vance Page,https://www.baseball-almanac.com/players/player.php?p=pageva01,Vance Page,USA,1905-09-15,None Attended,False
1938,Chicago Cubs,0,Charlie Root,https://www.baseball-almanac.com/players/player.php?p=rootch01,Charlie Root,USA,1899-03-17,None Attended,False
1938,Chicago Cubs,0,Jack Russell,https://www.baseball-almanac.com/players/player.php?p=russeja01,Jack Russell,USA,1905-10-24,None Attended,False
1939,Cincinnati Reds,0,Paul Derringer,https://www.baseball-almanac.com/players/player.php?p=derripa01,Paul Derringer,USA,1906-10-17,None Attended,False
1939,Cincinnati Reds,0,Lee Grissom,https://www.baseball-almanac.com/players/player.php?p=grissle01,Lee Grissom,USA,1907-10-23,None Attended,False
1939,Cincinnati Reds,0,Whitey Moore,https://www.baseball-almanac.com/players/player.php?p=moorewh01,Whitey Moore,USA,1912-06-10,None Attended,False
1939,Cincinnati Reds,0,Junior Thompson,https://www.baseball-almanac.com/players/player.php?p=thompju01,Junior Thompson,USA,1917-06-07,None Attended,False
1939,Cincinnati Reds,0,Bucky Walters,https://www.baseball-almanac.com/players/player.php?p=waltebu01,Bucky Walters,USA,1909-04-19,None Attended,False
1940,Cincinnati Reds,4,Joe Beggs,https://www.baseball-almanac.com/players/player.php?p=beggsjo01,Joe Beggs,USA,1910-11-04,Geneva College,True
1940,Cincinnati Reds,4,Paul Derringer,https://www.baseball-almanac.com/players/player.php?p=derripa01,Paul Derringer,USA,1906-10-17,None Attended,False
1940,Cincinnati Reds,4,Johnny Hutchings,https://www.baseball-almanac.com/players/player.php?p=hutchjo02,Johnny Hutchings,USA,1916-04-14,None Attended,False
1940,Cincinnati Reds,4,Whitey Moore,https://www.baseball-almanac.com/players/player.php?p=moorewh01,Whitey Moore,USA,1912-06-10,None Attended,False
1940,Cincinnati Reds,4,Elmer Riddle,https://www.baseball-almanac.com/players/player.php?p=riddlel01,Elmer Riddle,USA,1914-07-31,None Attended,False
1940,Cincinnati Reds,4,Junior Thompson,https://www.baseball-almanac.com/players/player.php?p=thompju01,Junior Thompson,USA,1917-06-07,None Attended,False
1940,Cincinnati Reds,4,Jim Turner,https://www.baseball-almanac.com/players/player.php?p=turneji01,Jim Turner,USA,1903-08-06,None Attended,False
1940,Cincinnati Reds,4,Johnny Vander Meer,https://www.baseball-almanac.com/players/player.php?p=vandejo01,Johnny Vander Meer,USA,1914-11-02,None Attended,False
1940,Cincinnati Reds,4,Bucky Walters,https://www.baseball-almanac.com/players/player.php?p=waltebu01,Bucky Walters,USA,1909-04-19,None Attended,False
1941,Brooklyn Dodgers,1,Johnny Allen,https://www.baseball-almanac.com/players/player.php?p=allenjo02,Johnny Allen,USA,1904-09-30,None Attended,False
1941,Brooklyn Dodgers,1,Hugh Casey,https://www.baseball-almanac.com/players/player.php?p=caseyhu01,Hugh Casey,USA,1913-10-14,None Attended,False
1941,Brooklyn Dodgers,1,Curt Davis,https://www.baseball-almanac.com/players/player.php?p=daviscu01,Curt Davis,USA,1903-09-07,None Attended,False
1941,Brooklyn Dodgers,1,Freddie Fitzsimmons,https://www.baseball-almanac.com/players/player.php?p=fitzsfr01,Freddie Fitzsimmons,USA,1901-07-28,None Attended,False
1941,Brooklyn Dodgers,1,Larry French,https://www.baseball-almanac.com/players/player.php?p=frencla01,Larry French,USA,1907-11-01,None Attended,False
1941,Brooklyn Dodgers,1,Kirby Higbe,https://www.baseball-almanac.com/players/player.php?p=higbeki01,Kirby Higbe,USA,1915-04-08,None Attended,False
1941,Brooklyn Dodgers,1,Whit Wyatt,https://www.baseball-almanac.com/players/player.php?p=wyattwh01,Whit Wyatt,USA,1907-09-27,Georgia School of Technology,True
1942,St. Louis Cardinals,4,Johnny Beazley,https://www.baseball-almanac.com/players/player.php?p=beazljo01,Johnny Beazley,USA,1918-05-25,None Attended,False
1942,St. Louis Cardinals,4,Mort Cooper,https://www.baseball-almanac.com/players/player.php?p=coopemo01,Mort Cooper,USA,1913-03-02,None Attended,False
1942,St. Louis Cardinals,4,Harry Gumbert,https://www.baseball-almanac.com/players/player.php?p=gumbeha01,Harry Gumbert,USA,1909-11-05,None Attended,False
1942,St. Louis Cardinals,4,Max Lanier,https://www.baseball-almanac.com/players/player.php?p=laniema01,Max Lanier,USA,1915-08-18,None Attended,False
1942,St. Louis Cardinals,4,Howie Pollet,https://www.baseball-almanac.com/players/player.php?p=polleho01,Howie Pollet,USA,1921-06-26,None Attended,False
1942,St. Louis Cardinals,4,Ernie White,https://www.baseball-almanac.com/players/player.php?p=whiteer01,Ernie White,USA,1916-09-05,None Attended,False
1943,St. Louis Cardinals,1,Al Brazle,https://www.baseball-almanac.com/players/player.php?p=brazlal01,Al Brazle,USA,1913-10-19,None Attended,False
1943,St. Louis Cardinals,1,Harry Brecheen,https://www.baseball-almanac.com/players/player.php?p=brechha01,Harry Brecheen,USA,1914-10-14,East Central State Normal School,True
1943,St. Louis Cardinals,1,Mort Cooper,https://www.baseball-almanac.com/players/player.php?p=coopemo01,Mort Cooper,USA,1913-03-02,None Attended,False
1943,St. Louis Cardinals,1,Murry Dickson,https://www.baseball-almanac.com/players/player.php?p=dicksmu01,Murry Dickson,USA,1916-08-21,None Attended,False
1943,St. Louis Cardinals,1,Howie Krist,https://www.baseball-almanac.com/players/player.php?p=kristho01,Howie Krist,USA,1916-02-28,None Attended,False
1943,St. Louis Cardinals,1,Max Lanier,https://www.baseball-almanac.com/players/player.php?p=laniema01,Max Lanier,USA,1915-08-18,None Attended,False
1944,St. Louis Cardinals,4,Harry Brecheen,https://www.baseball-almanac.com/players/player.php?p=brechha01,Harry Brecheen,USA,1914-10-14,East Central State Normal School,True
1944,St. Louis Cardinals,4,Bud Byerly,https://www.baseball-almanac.com/players/player.php?p=byerlbu01,Bud Byerly,USA,1919-10-26,None Attended,False
1944,St. Louis Cardinals,4,Mort Cooper,https://www.baseball-almanac.com/players/player.php?p=coopemo01,Mort Cooper,USA,1913-03-02,None Attended,False
1944,St. Louis Cardinals,4,Blix Donnelly,https://www.baseball-almanac.com/players/player.php?p=donnebl01,Blix Donnelly,USA,1914-01-21,None Attended,False
1944,St. Louis Cardinals,4,Al Jurisich,https://www.baseball-almanac.com/players/player.php?p=jurisal01,Al Jurisich,USA,1921-08-25,None Attended,False
1944,St. Louis Cardinals,4,Max Lanier,https://www.baseball-almanac.com/players/player.php?p=laniema01,Max Lanier,USA,1915-08-18,None Attended,False
1944,St. Louis Cardinals,4,Freddy Schmidt,https://www.baseball-almanac.com/players/player.php?p=schmifr01,Freddy Schmidt,USA,1916-02-09,None Attended,False
1944,St. Louis Cardinals,4,Ted Wilks,https://www.baseball-almanac.com/players/player.php?p=wilkste01,Ted Wilks,USA,1915-11-13,None Attended,False
1945,Chicago Cubs,3,Hank Borowy,https://www.baseball-almanac.com/players/player.php?p=borowha01,Hank Borowy,USA,1916-05-12,Fordham University,True
1945,Chicago Cubs,3,Bob Chipman,https://www.baseball-almanac.com/players/player.php?p=chipmbo01,Bob Chipman,USA,1918-10-11,None Attended,False
1945,Chicago Cubs,3,Paul Derringer,https://www.baseball-almanac.com/players/player.php?p=derripa01,Paul Derringer,USA,1906-10-17,None Attended,False
1945,Chicago Cubs,3,Paul Erickson,https://www.baseball-almanac.com/players/player.php?p=erickpa01,Paul Erickson,USA,1915-12-14,None Attended,False
1945,Chicago Cubs,3,Claude Passeau,https://www.baseball-almanac.com/players/player.php?p=passecl01,Claude Passeau,USA,1909-04-09,Millsaps College,True
1945,Chicago Cubs,3,Ray Prim,https://www.baseball-almanac.com/players/player.php?p=primra01,Ray Prim,USA,1906-12-30,Alabama Polytechnic Institute,True
1945,Chicago Cubs,3,Hy Vandenberg,https://www.baseball-almanac.com/players/player.php?p=vandehy01,Hy Vandenberg,USA,1906-03-17,None Attended,False
1945,Chicago Cubs,3,Hank Wyse,https://www.baseball-almanac.com/players/player.php?p=wyseha01,Hank Wyse,USA,1918-03-01,None Attended,False
1946,St. Louis Cardinals,4,Johnny Beazley,https://www.baseball-almanac.com/players/player.php?p=beazljo01,Johnny Beazley,USA,1918-05-25,None Attended,False
1946,St. Louis Cardinals,4,Al Brazle,https://www.baseball-almanac.com/players/player.php?p=brazlal01,Al Brazle,USA,1913-10-19,None Attended,False
1946,St. Louis Cardinals,4,Harry Brecheen,https://www.baseball-almanac.com/players/player.php?p=brechha01,Harry Brecheen,USA,1914-10-14,East Central State Normal School,True
1946,St. Louis Cardinals,4,Murry Dickson,https://www.baseball-almanac.com/players/player.php?p=dicksmu01,Murry Dickson,USA,1916-08-21,None Attended,False
1946,St. Louis Cardinals,4,Red Munger,https://www.baseball-almanac.com/players/player.php?p=mungere01,Red Munger,USA,1918-10-04,None Attended,False
1946,St. Louis Cardinals,4,Howie Pollet,https://www.baseball-almanac.com/players/player.php?p=polleho01,Howie Pollet,USA,1921-06-26,None Attended,False
1946,St. Louis Cardinals,4,Ted Wilks,https://www.baseball-almanac.com/players/player.php?p=wilkste01,Ted Wilks,USA,1915-11-13,None Attended,False
1947,Brooklyn Dodgers,3,Rex Barney,https://www.baseball-almanac.com/players/player.php?p=barnere02,Rex Barney,USA,1924-12-19,None Attended,False
1947,Brooklyn Dodgers,3,Hank Behrman,https://www.baseball-almanac.com/players/player.php?p=behrmha01,Hank Behrman,USA,1921-06-27,None Attended,False
1947,Brooklyn Dodgers,3,Ralph Branca,https://www.baseball-almanac.com/players/player.php?p=brancra01,Ralph Branca,USA,1926-01-06,New York University,True
1947,Brooklyn Dodgers,3,Hugh Casey,https://www.baseball-almanac.com/players/player.php?p=caseyhu01,Hugh Casey,USA,1913-10-14,None Attended,False
1947,Brooklyn Dodgers,3,Hal Gregg,https://www.baseball-almanac.com/players/player.php?p=greggha01,Hal Gregg,USA,1921-07-11,None Attended,False
1947,Brooklyn Dodgers,3,Joe Hatten,https://www.baseball-almanac.com/players/player.php?p=hattejo01,Joe Hatten,USA,1916-11-07,None Attended,False
1947,Brooklyn Dodgers,3,Vic Lombardi,https://www.baseball-almanac.com/players/player.php?p=lombavi01,Vic Lombardi,USA,1922-09-20,None Attended,False
1947,Brooklyn Dodgers,3,Harry Taylor,https://www.baseball-almanac.com/players/player.php?p=tayloha03,Harry Taylor,USA,1919-05-20,None Attended,False
1948,Boston Braves,2,Red Barrett,https://www.baseball-almanac.com/players/player.php?p=barrere01,Red Barrett,USA,1915-02-14,None Attended,False
1948,Boston Braves,2,Vern Bickford,https://www.baseball-almanac.com/players/player.php?p=bickfve01,Vern Bickford,USA,1920-08-17,None Attended,False
1948,Boston Braves,2,Nels Potter,https://www.baseball-almanac.com/players/player.php?p=pottene01,Nels Potter,USA,1911-08-23,Manchester College,True
1948,Boston Braves,2,Johnny Sain,https://www.baseball-almanac.com/players/player.php?p=sainjo01,Johnny Sain,USA,1917-09-25,None Attended,False
1948,Boston Braves,2,Warren Spahn,https://www.baseball-almanac.com/players/player.php?p=spahnwa01,Warren Spahn,USA,1921-04-23,None Attended,False
1948,Boston Braves,2,Bill Voiselle,https://www.baseball-almanac.com/players/player.php?p=voisebi01,Bill Voiselle,USA,1919-01-29,None Attended,False
1949,Brooklyn Dodgers,1,Jack Banta,https://www.baseball-almanac.com/players/player.php?p=bantaja01,Jack Banta,USA,1925-06-24,None Attended,False
1949,Brooklyn Dodgers,1,Rex Barney,https://www.baseball-almanac.com/players/player.php?p=barnere02,Rex Barney,USA,1924-12-19,None Attended,False
1949,Brooklyn Dodgers,1,Ralph Branca,https://www.baseball-almanac.com/players/player.php?p=brancra01,Ralph Branca,USA,1926-01-06,New York University,True
1949,Brooklyn Dodgers,1,Carl Erskine,https://www.baseball-almanac.com/players/player.php?p=erskica01,Carl Erskine,USA,1926-12-13,None Attended,False
1949,Brooklyn Dodgers,1,Joe Hatten,https://www.baseball-almanac.com/players/player.php?p=hattejo01,Joe Hatten,USA,1916-11-07,None Attended,False
1949,Brooklyn Dodgers,1,Paul Minner,https://www.baseball-almanac.com/players/player.php?p=minnepa01,Paul Minner,USA,1923-07-30,None Attended,False
1949,Brooklyn Dodgers,1,Don Newcombe,https://www.baseball-almanac.com/players/player.php?p=newcodo01,Don Newcombe,USA,1926-06-14,None Attended,False
1949,Brooklyn Dodgers,1,Erv Palica,https://www.baseball-almanac.com/players/player.php?p=palicer01,Erv Palica,USA,1928-02-09,None Attended,False
1949,Brooklyn Dodgers,1,Preacher Roe,https://www.baseball-almanac.com/players/player.php?p=roepr01,Preacher Roe,USA,1916-02-26,Harding University,True
1950,Philadelphia Phillies,0,Ken Heintzelman,https://www.baseball-almanac.com/players/player.php?p=heintke01,Ken Heintzelman,USA,1915-10-14,None Attended,False
1950,Philadelphia Phillies,0,Jim Konstanty,https://www.baseball-almanac.com/players/player.php?p=konstji01,Jim Konstanty,USA,1917-03-02,Syracuse University,True
1950,Philadelphia Phillies,0,Russ Meyer,https://www.baseball-almanac.com/players/player.php?p=meyerru01,Russ Meyer,USA,1923-10-25,None Attended,False
1950,Philadelphia Phillies,0,Bob Miller,https://www.baseball-almanac.com/players/player.php?p=millebo02,Bob Miller,USA,1926-06-16,University of Detroit Mercy,True
1950,Philadelphia Phillies,0,Robin Roberts,https://www.baseball-almanac.com/players/player.php?p=roberro01,Robin Roberts,USA,1926-09-30,Michigan State College,True
1951,New York Giants,2,Al Corwin,https://www.baseball-almanac.com/players/player.php?p=corwial01,Al Corwin,USA,1926-12-03,None Attended,False
1951,New York Giants,2,Jim Hearn,https://www.baseball-almanac.com/players/player.php?p=hearnji01,Jim Hearn,USA,1921-04-11,Georgia School of Technology,True
1951,New York Giants,2,Larry Jansen,https://www.baseball-almanac.com/players/player.php?p=jansela01,Larry Jansen,USA,1920-07-16,None Attended,False
1951,New York Giants,2,Sheldon Jones,https://www.baseball-almanac.com/players/player.php?p=jonessh01,Sheldon Jones,USA,1922-02-02,None Attended,False
1951,New York Giants,2,Monte Kennedy,https://www.baseball-almanac.com/players/player.php?p=kennemo01,Monte Kennedy,USA,1922-05-11,None Attended,False
1951,New York Giants,2,Alex Konikowski,https://www.baseball-almanac.com/players/player.php?p=konikal01,Alex Konikowski,USA,1928-06-08,None Attended,False
1951,New York Giants,2,Dave Koslo,https://www.baseball-almanac.com/players/player.php?p=kosloda01,Dave Koslo,USA,1920-03-31,None Attended,False
1951,New York Giants,2,Sal Maglie,https://www.baseball-almanac.com/players/player.php?p=maglisa01,Sal Maglie,USA,1917-04-26,Niagara University,True
1951,New York Giants,2,George Spencer,https://www.baseball-almanac.com/players/player.php?p=spencge01,George Spencer,USA,1926-07-07,Ohio State University,True
1952,Brooklyn Dodgers,3,Joe Black,https://www.baseball-almanac.com/players/player.php?p=blackjo02,Joe Black,USA,1924-02-08,Morgan State College,True
1952,Brooklyn Dodgers,3,Carl Erskine,https://www.baseball-almanac.com/players/player.php?p=erskica01,Carl Erskine,USA,1926-12-13,None Attended,False
1952,Brooklyn Dodgers,3,Ken Lehman,https://www.baseball-almanac.com/players/player.php?p=lehmake01,Ken Lehman,USA,1928-06-10,None Attended,False
1952,Brooklyn Dodgers,3,Billy Loes,https://www.baseball-almanac.com/players/player.php?p=loesbi01,Billy Loes,USA,1929-12-13,None Attended,False
1952,Brooklyn Dodgers,3,Preacher Roe,https://www.baseball-almanac.com/players/player.php?p=roepr01,Preacher Roe,USA,1916-02-26,Harding University,True
1952,Brooklyn Dodgers,3,Johnny Rutherford,https://www.baseball-almanac.com/players/player.php?p=ruthejo01,Johnny Rutherford,Canada,1925-05-05,University of Detroit Mercy,True
1953,Brooklyn Dodgers,2,Joe Black,https://www.baseball-almanac.com/players/player.php?p=blackjo02,Joe Black,USA,1924-02-08,Morgan State College,True
1953,Brooklyn Dodgers,2,Carl Erskine,https://www.baseball-almanac.com/players/player.php?p=erskica01,Carl Erskine,USA,1926-12-13,None Attended,False
1953,Brooklyn Dodgers,2,Jim Hughes,https://www.baseball-almanac.com/players/player.php?p=hugheji02,Jim Hughes,USA,1923-03-21,None Attended,False
1953,Brooklyn Dodgers,2,Clem Labine,https://www.baseball-almanac.com/players/player.php?p=labincl01,Clem Labine,USA,1926-08-06,None Attended,False
1953,Brooklyn Dodgers,2,Billy Loes,https://www.baseball-almanac.com/players/player.php?p=loesbi01,Billy Loes,USA,1929-12-13,None Attended,False
1953,Brooklyn Dodgers,2,Russ Meyer,https://www.baseball-almanac.com/players/player.php?p=meyerru01,Russ Meyer,USA,1923-10-25,None Attended,False
1953,Brooklyn Dodgers,2,Bob Milliken,https://www.baseball-almanac.com/players/player.php?p=millibo01,Bob Milliken,USA,1926-08-25,None Attended,False
1953,Brooklyn Dodgers,2,Johnny Podres,https://www.baseball-almanac.com/players/player.php?p=podrejo01,Johnny Podres,USA,1932-09-30,None Attended,False
1953,Brooklyn Dodgers,2,Preacher Roe,https://www.baseball-almanac.com/players/player.php?p=roepr01,Preacher Roe,USA,1916-02-26,Harding University,True
1953,Brooklyn Dodgers,2,Ben Wade,https://www.baseball-almanac.com/players/player.php?p=wadebe01,Ben Wade,USA,1922-11-25,None Attended,False
1954,New York Giants,4,Johnny Antonelli,https://www.baseball-almanac.com/players/player.php?p=antonjo02,Johnny Antonelli,USA,1930-04-12,None Attended,False
1954,New York Giants,4,Ruben Gomez,https://www.baseball-almanac.com/players/player.php?p=gomezru01,Ruben Gomez,Puerto Rico,1927-07-13,University of Puerto Rico,True
1954,New York Giants,4,Marv Grissom,https://www.baseball-almanac.com/players/player.php?p=grissma01,Marv Grissom,USA,1918-03-31,None Attended,False
1954,New York Giants,4,Don Liddle,https://www.baseball-almanac.com/players/player.php?p=liddldo01,Don Liddle,USA,1925-05-25,None Attended,False
1954,New York Giants,4,Sal Maglie,https://www.baseball-almanac.com/players/player.php?p=maglisa01,Sal Maglie,USA,1917-04-26,Niagara University,True
1954,New York Giants,4,Hoyt Wilhelm,https://www.baseball-almanac.com/players/player.php?p=wilheho01,Hoyt Wilhelm,USA,1923-07-26,None Attended,False
1955,Brooklyn Dodgers,4,Don Bessent,https://www.baseball-almanac.com/players/player.php?p=bessedo01,Don Bessent,USA,1931-03-13,None Attended,False
1955,Brooklyn Dodgers,4,Roger Craig,https://www.baseball-almanac.com/players/player.php?p=craigro01,Roger Craig,USA,1930-02-17,North Carolina State University (DNP),True
1955,Brooklyn Dodgers,4,Carl Erskine,https://www.baseball-almanac.com/players/player.php?p=erskica01,Carl Erskine,USA,1926-12-13,None Attended,False
1955,Brooklyn Dodgers,4,Clem Labine,https://www.baseball-almanac.com/players/player.php?p=labincl01,Clem Labine,USA,1926-08-06,None Attended,False
1955,Brooklyn Dodgers,4,Billy Loes,https://www.baseball-almanac.com/players/player.php?p=loesbi01,Billy Loes,USA,1929-12-13,None Attended,False
1955,Brooklyn Dodgers,4,Russ Meyer,https://www.baseball-almanac.com/players/player.php?p=meyerru01,Russ Meyer,USA,1923-10-25,None Attended,False
1955,Brooklyn Dodgers,4,Don Newcombe,https://www.baseball-almanac.com/players/player.php?p=newcodo01,Don Newcombe,USA,1926-06-14,None Attended,False
1955,Brooklyn Dodgers,4,Johnny Podres,https://www.baseball-almanac.com/players/player.php?p=podrejo01,Johnny Podres,USA,1932-09-30,None Attended,False
1955,Brooklyn Dodgers,4,Ed Roebuck,https://www.baseball-almanac.com/players/player.php?p=roebued01,Ed Roebuck,USA,1931-07-03,None Attended,False
1955,Brooklyn Dodgers,4,Karl Spooner,https://www.baseball-almanac.com/players/player.php?p=spoonka01,Karl Spooner,USA,1931-06-23,None Attended,False
1956,Brooklyn Dodgers,3,Don Bessent,https://www.baseball-almanac.com/players/player.php?p=bessedo01,Don Bessent,USA,1931-03-13,None Attended,False
1956,Brooklyn Dodgers,3,Roger Craig,https://www.baseball-almanac.com/players/player.php?p=craigro01,Roger Craig,USA,1930-02-17,North Carolina State University (DNP),True
1956,Brooklyn Dodgers,3,Don Drysdale,https://www.baseball-almanac.com/players/player.php?p=drysddo01,Don Drysdale,USA,1936-07-23,None Attended,False
1956,Brooklyn Dodgers,3,Carl Erskine,https://www.baseball-almanac.com/players/player.php?p=erskica01,Carl Erskine,USA,1926-12-13,None Attended,False
1956,Brooklyn Dodgers,3,Clem Labine,https://www.baseball-almanac.com/players/player.php?p=labincl01,Clem Labine,USA,1926-08-06,None Attended,False
1956,Brooklyn Dodgers,3,Sal Maglie,https://www.baseball-almanac.com/players/player.php?p=maglisa01,Sal Maglie,USA,1917-04-26,Niagara University,True
1956,Brooklyn Dodgers,3,Don Newcombe,https://www.baseball-almanac.com/players/player.php?p=newcodo01,Don Newcombe,USA,1926-06-14,None Attended,False
1956,Brooklyn Dodgers,3,Ed Roebuck,https://www.baseball-almanac.com/players/player.php?p=roebued01,Ed Roebuck,USA,1931-07-03,None Attended,False
1957,Milwaukee Braves,4,Bob Buhl,https://www.baseball-almanac.com/players/player.php?p=buhlbo01,Bob Buhl,USA,1928-08-12,None Attended,False
1957,Milwaukee Braves,4,Lew Burdette,https://www.baseball-almanac.com/players/player.php?p=burdele01,Lew Burdette,USA,1926-11-22,University of Richmond,True
1957,Milwaukee Braves,4,Gene Conley,https://www.baseball-almanac.com/players/player.php?p=conlege01,Gene Conley,USA,1930-11-10,Washington State College,True
1957,Milwaukee Braves,4,Ernie Johnson,https://www.baseball-almanac.com/players/player.php?p=johnser02,Ernie Johnson,USA,1924-06-16,None Attended,False
1957,Milwaukee Braves,4,Don Mcmahon,https://www.baseball-almanac.com/players/player.php?p=mcmahdo02,Don Mcmahon,USA,1930-01-04,None Attended,False
1957,Milwaukee Braves,4,Juan Pizarro,https://www.baseball-almanac.com/players/player.php?p=pizarju01,Juan Pizarro,Puerto Rico,1937-02-07,None Attended,False
1957,Milwaukee Braves,4,Warren Spahn,https://www.baseball-almanac.com/players/player.php?p=spahnwa01,Warren Spahn,USA,1921-04-23,None Attended,False
1957,Milwaukee Braves,4,Bob Trowbridge,https://www.baseball-almanac.com/players/player.php?p=trowbbo01,Bob Trowbridge,USA,1930-06-27,None Attended,False
1958,Milwaukee Braves,3,Lew Burdette,https://www.baseball-almanac.com/players/player.php?p=burdele01,Lew Burdette,USA,1926-11-22,University of Richmond,True
1958,Milwaukee Braves,3,Don Mcmahon,https://www.baseball-almanac.com/players/player.php?p=mcmahdo02,Don Mcmahon,USA,1930-01-04,None Attended,False
1958,Milwaukee Braves,3,Juan Pizarro,https://www.baseball-almanac.com/players/player.php?p=pizarju01,Juan Pizarro,Puerto Rico,1937-02-07,None Attended,False
1958,Milwaukee Braves,3,Bob Rush,https://www.baseball-almanac.com/players/player.php?p=rushbo01,Bob Rush,USA,1925-12-21,None Attended,False
1958,Milwaukee Braves,3,Warren Spahn,https://www.baseball-almanac.com/players/player.php?p=spahnwa01,Warren Spahn,USA,1921-04-23,None Attended,False
1958,Milwaukee Braves,3,Carl Willey,https://www.baseball-almanac.com/players/player.php?p=willeca01,Carl Willey,USA,1931-06-06,None Attended,False
1959,Los Angeles Dodgers,4,Chuck Churn,https://www.baseball-almanac.com/players/player.php?p=churnch01,Chuck Churn,USA,1930-02-01,None Attended,False
1959,Los Angeles Dodgers,4,Roger Craig,https://www.baseball-almanac.com/players/player.php?p=craigro01,Roger Craig,USA,1930-02-17,North Carolina State University (DNP),True
1959,Los Angeles Dodgers,4,Don Drysdale,https://www.baseball-almanac.com/players/player.php?p=drysddo01,Don Drysdale,USA,1936-07-23,None Attended,False
1959,Los Angeles Dodgers,4,Johnny Klippstein,https://www.baseball-almanac.com/players/player.php?p=klippjo01,Johnny Klippstein,USA,1927-10-17,None Attended,False
1959,Los Angeles Dodgers,4,Sandy Koufax,https://www.baseball-almanac.com/players/player.php?p=koufasa01,Sandy Koufax,USA,1935-12-30,University of Cincinnati,True
1959,Los Angeles Dodgers,4,Clem Labine,https://www.baseball-almanac.com/players/player.php?p=labincl01,Clem Labine,USA,1926-08-06,None Attended,False
1959,Los Angeles Dodgers,4,Johnny Podres,https://www.baseball-almanac.com/players/player.php?p=podrejo01,Johnny Podres,USA,1932-09-30,None Attended,False
