name,birthplace,birthdate,college,link,was_in_college
Tex Shirley,USA,1918-04-25,None Attended,https://www.baseball-almanac.com/players/player.php?p=shirlte01,False
Al Benton,USA,1911-03-18,None Attended,https://www.baseball-almanac.com/players/player.php?p=bentoal01,False
George Caster,USA,1907-08-04,None Attended,https://www.baseball-almanac.com/players/player.php?p=castege01,False
Les Mueller,USA,1919-03-04,None Attended,https://www.baseball-almanac.com/players/player.php?p=muellle01,False
Hal Newhouser,USA,1921-05-20,None Attended,https://www.baseball-almanac.com/players/player.php?p=newhoha01,False
Stubby Overmire,USA,1919-05-16,Western State Teachers College,https://www.baseball-almanac.com/players/player.php?p=overmst01,True
Jim Tobin,USA,1912-12-27,None Attended,https://www.baseball-almanac.com/players/player.php?p=tobinji01,False
Virgil Trucks,USA,1917-04-26,None Attended,https://www.baseball-almanac.com/players/player.php?p=truckvi01,False
Bob Chipman,USA,1918-10-11,None Attended,https://www.baseball-almanac.com/players/player.php?p=chipmbo01,False
Paul Erickson,USA,1915-12-14,None Attended,https://www.baseball-almanac.com/players/player.php?p=erickpa01,False
Claude Passeau,USA,1909-04-09,Millsaps College,https://www.baseball-almanac.com/players/player.php?p=passecl01,True
Ray Prim,USA,1906-12-30,Alabama Polytechnic Institute,https://www.baseball-almanac.com/players/player.php?p=primra01,True
Hy Vandenberg,USA,1906-03-17,None Attended,https://www.baseball-almanac.com/players/player.php?p=vandehy01,False
Hank Wyse,USA,1918-03-01,None Attended,https://www.baseball-almanac.com/players/player.php?p=wyseha01,False
Red Munger,USA,1918-10-04,None Attended,https://www.baseball-almanac.com/players/player.php?p=mungere01,False
Jim Bagby,USA,1916-09-08,None Attended,https://www.baseball-almanac.com/players/player.php?p=bagbyji02,False
Mace Brown,USA,1909-05-21,State University of Iowa,https://www.baseball-almanac.com/players/player.php?p=brownma01,True
Joe Dobson,USA,1917-01-20,None Attended,https://www.baseball-almanac.com/players/player.php?p=dobsojo01,False
Clem Dreisewerd,USA,1916-01-24,None Attended,https://www.baseball-almanac.com/players/player.php?p=dreiscl01,False
Dave Ferriss,USA,1921-12-05,Mississippi State College,https://www.baseball-almanac.com/players/player.php?p=ferrida01,True
Mickey Harris,USA,1917-01-30,None Attended,https://www.baseball-almanac.com/players/player.php?p=harrimi01,False
Tex Hughson,USA,1916-02-09,University of Texas,https://www.baseball-almanac.com/players/player.php?p=hughste01,True
Earl Johnson,USA,1919-04-02,Saint Mary's College of California,https://www.baseball-almanac.com/players/player.php?p=johnsea01,True
Bob Klinger,USA,1908-06-04,None Attended,https://www.baseball-almanac.com/players/player.php?p=klingbo01,False
Mike Ryba,USA,1903-06-09,Saint Francis University,https://www.baseball-almanac.com/players/player.php?p=rybami01,True
Bill Zuber,USA,1913-03-26,None Attended,https://www.baseball-almanac.com/players/player.php?p=zuberbi01,False
Bill Bevens,USA,1916-10-21,None Attended,https://www.baseball-almanac.com/players/player.php?p=bevenbi01,False
Karl Drews,USA,1920-02-22,None Attended,https://www.baseball-almanac.com/players/player.php?p=drewska01,False
Joe Page,USA,1917-10-28,None Attended,https://www.baseball-almanac.com/players/player.php?p=pagejo01,False
Vic Raschi,USA,1919-03-28,College of William & Mary,https://www.baseball-almanac.com/players/player.php?p=raschvi01,True
Allie Reynolds,USA,1917-02-10,Oklahoma Agricultural & Mechanical,https://www.baseball-almanac.com/players/player.php?p=reynoal01,True
Spec Shea,USA,1920-10-02,None Attended,https://www.baseball-almanac.com/players/player.php?p=sheasp01,False
Butch Wensloff,USA,1915-12-03,None Attended,https://www.baseball-almanac.com/players/player.php?p=wenslbu01,False
Rex Barney,USA,1924-12-19,None Attended,https://www.baseball-almanac.com/players/player.php?p=barnere02,False
Hank Behrman,USA,1921-06-27,None Attended,https://www.baseball-almanac.com/players/player.php?p=behrmha01,False
Ralph Branca,USA,1926-01-06,New York University,https://www.baseball-almanac.com/players/player.php?p=brancra01,True
Hal Gregg,USA,1921-07-11,None Attended,https://www.baseball-almanac.com/players/player.php?p=greggha01,False
Joe Hatten,USA,1916-11-07,None Attended,https://www.baseball-almanac.com/players/player.php?p=hattejo01,False
Vic Lombardi,USA,1922-09-20,None Attended,https://www.baseball-almanac.com/players/player.php?p=lombavi01,False
Harry Taylor,USA,1919-05-20,None Attended,https://www.baseball-almanac.com/players/player.php?p=tayloha03,False
Gene Bearden,USA,1920-09-05,None Attended,https://www.baseball-almanac.com/players/player.php?p=beardge01,False
Russ Christopher,USA,1917-09-12,None Attended,https://www.baseball-almanac.com/players/player.php?p=chrisru01,False
Bob Feller,USA,1918-11-03,None Attended,https://www.baseball-almanac.com/players/player.php?p=fellebo01,False
Steve Gromek,USA,1920-01-15,None Attended,https://www.baseball-almanac.com/players/player.php?p=gromest01,False
Ed Klieman,USA,1918-03-21,None Attended,https://www.baseball-almanac.com/players/player.php?p=kliemed01,False
Bob Lemon,USA,1920-09-22,None Attended,https://www.baseball-almanac.com/players/player.php?p=lemonbo01,False
Satchel Paige,USA,1906-07-07,None Attended,https://www.baseball-almanac.com/players/player.php?p=paigesa01,False
Red Barrett,USA,1915-02-14,None Attended,https://www.baseball-almanac.com/players/player.php?p=barrere01,False
Vern Bickford,USA,1920-08-17,None Attended,https://www.baseball-almanac.com/players/player.php?p=bickfve01,False
Johnny Sain,USA,1917-09-25,None Attended,https://www.baseball-almanac.com/players/player.php?p=sainjo01,False
Warren Spahn,USA,1921-04-23,None Attended,https://www.baseball-almanac.com/players/player.php?p=spahnwa01,False
Bill Voiselle,USA,1919-01-29,None Attended,https://www.baseball-almanac.com/players/player.php?p=voisebi01,False
Tommy Byrne,USA,1919-12-31,Wake Forest College,https://www.baseball-almanac.com/players/player.php?p=byrneto01,True
Ed Lopat,USA,1918-06-21,None Attended,https://www.baseball-almanac.com/players/player.php?p=lopated01,False
Jack Banta,USA,1925-06-24,None Attended,https://www.baseball-almanac.com/players/player.php?p=bantaja01,False
Carl Erskine,USA,1926-12-13,None Attended,https://www.baseball-almanac.com/players/player.php?p=erskica01,False
Paul Minner,USA,1923-07-30,None Attended,https://www.baseball-almanac.com/players/player.php?p=minnepa01,False
Don Newcombe,USA,1926-06-14,None Attended,https://www.baseball-almanac.com/players/player.php?p=newcodo01,False
Erv Palica,USA,1928-02-09,None Attended,https://www.baseball-almanac.com/players/player.php?p=palicer01,False
Preacher Roe,USA,1916-02-26,Harding University,https://www.baseball-almanac.com/players/player.php?p=roepr01,True
Tom Ferrick,USA,1915-01-06,None Attended,https://www.baseball-almanac.com/players/player.php?p=ferrito01,False
Whitey Ford,USA,1928-10-21,None Attended,https://www.baseball-almanac.com/players/player.php?p=fordwh01,False
Ken Heintzelman,USA,1915-10-14,None Attended,https://www.baseball-almanac.com/players/player.php?p=heintke01,False
Jim Konstanty,USA,1917-03-02,Syracuse University,https://www.baseball-almanac.com/players/player.php?p=konstji01,True
Russ Meyer,USA,1923-10-25,None Attended,https://www.baseball-almanac.com/players/player.php?p=meyerru01,False
Bob Miller,USA,1926-06-16,University of Detroit Mercy,https://www.baseball-almanac.com/players/player.php?p=millebo02,True
Robin Roberts,USA,1926-09-30,Michigan State College,https://www.baseball-almanac.com/players/player.php?p=roberro01,True
Bobby Hogue,USA,1921-04-05,None Attended,https://www.baseball-almanac.com/players/player.php?p=hoguebo01,False
Bob Kuzava,USA,1923-05-28,None Attended,https://www.baseball-almanac.com/players/player.php?p=kuzavbo01,False
Tom Morgan,USA,1930-05-20,None Attended,https://www.baseball-almanac.com/players/player.php?p=morgato01,False
Joe Ostrowski,USA,1916-11-15,University of Scranton,https://www.baseball-almanac.com/players/player.php?p=ostrojo02,True
Al Corwin,USA,1926-12-03,None Attended,https://www.baseball-almanac.com/players/player.php?p=corwial01,False
Jim Hearn,USA,1921-04-11,Georgia School of Technology,https://www.baseball-almanac.com/players/player.php?p=hearnji01,True
Larry Jansen,USA,1920-07-16,None Attended,https://www.baseball-almanac.com/players/player.php?p=jansela01,False
Sheldon Jones,USA,1922-02-02,None Attended,https://www.baseball-almanac.com/players/player.php?p=jonessh01,False
Monte Kennedy,USA,1922-05-11,None Attended,https://www.baseball-almanac.com/players/player.php?p=kennemo01,False
Alex Konikowski,USA,1928-06-08,None Attended,https://www.baseball-almanac.com/players/player.php?p=konikal01,False
Dave Koslo,USA,1920-03-31,None Attended,https://www.baseball-almanac.com/players/player.php?p=kosloda01,False
Sal Maglie,USA,1917-04-26,Niagara University,https://www.baseball-almanac.com/players/player.php?p=maglisa01,True
George Spencer,USA,1926-07-07,Ohio State University,https://www.baseball-almanac.com/players/player.php?p=spencge01,True
Ewell Blackwell,USA,1922-10-23,La Verne College,https://www.baseball-almanac.com/players/player.php?p=blackew01,True
Tom Gorman,USA,1925-01-04,None Attended,https://www.baseball-almanac.com/players/player.php?p=gormato02,False
Ray Scarborough,USA,1917-07-23,Wake Forest College,https://www.baseball-almanac.com/players/player.php?p=scarbra01,True
Joe Black,USA,1924-02-08,Morgan State College,https://www.baseball-almanac.com/players/player.php?p=blackjo02,True
Ken Lehman,USA,1928-06-10,None Attended,https://www.baseball-almanac.com/players/player.php?p=lehmake01,False
Billy Loes,USA,1929-12-13,None Attended,https://www.baseball-almanac.com/players/player.php?p=loesbi01,False
Johnny Rutherford,Canada,1925-05-05,University of Detroit Mercy,https://www.baseball-almanac.com/players/player.php?p=ruthejo01,True
Jim Mcdonald,USA,1927-05-17,None Attended,https://www.baseball-almanac.com/players/player.php?p=mcdonji04,False
Art Schallock,USA,1924-04-25,Marin Junior College,https://www.baseball-almanac.com/players/player.php?p=schalar01,True
Jim Hughes,USA,1923-03-21,None Attended,https://www.baseball-almanac.com/players/player.php?p=hugheji02,False
Clem Labine,USA,1926-08-06,None Attended,https://www.baseball-almanac.com/players/player.php?p=labincl01,False
Bob Milliken,USA,1926-08-25,None Attended,https://www.baseball-almanac.com/players/player.php?p=millibo01,False
Johnny Podres,USA,1932-09-30,None Attended,https://www.baseball-almanac.com/players/player.php?p=podrejo01,False
Ben Wade,USA,1922-11-25,None Attended,https://www.baseball-almanac.com/players/player.php?p=wadebe01,False
Johnny Antonelli,USA,1930-04-12,None Attended,https://www.baseball-almanac.com/players/player.php?p=antonjo02,False
Ruben Gomez,Puerto Rico,1927-07-13,University of Puerto Rico,https://www.baseball-almanac.com/players/player.php?p=gomezru01,True
Marv Grissom,USA,1918-03-31,None Attended,https://www.baseball-almanac.com/players/player.php?p=grissma01,False
Don Liddle,USA,1925-05-25,None Attended,https://www.baseball-almanac.com/players/player.php?p=liddldo01,False
Hoyt Wilhelm,USA,1923-07-26,None Attended,https://www.baseball-almanac.com/players/player.php?p=wilheho01,False
Mike Garcia,USA,1923-11-17,None Attended,https://www.baseball-almanac.com/players/player.php?p=garcimi01,False
Art Houtteman,USA,1927-08-07,None Attended,https://www.baseball-almanac.com/players/player.php?p=houttar01,False
Don Mossi,USA,1929-01-11,None Attended,https://www.baseball-almanac.com/players/player.php?p=mossido01,False
Ray Narleski,USA,1928-11-25,None Attended,https://www.baseball-almanac.com/players/player.php?p=narlera01,False
Early Wynn,USA,1920-01-06,None Attended,https://www.baseball-almanac.com/players/player.php?p=wynnea01,False
Don Bessent,USA,1931-03-13,None Attended,https://www.baseball-almanac.com/players/player.php?p=bessedo01,False
Roger Craig,USA,1930-02-17,North Carolina State University (DNP),https://www.baseball-almanac.com/players/player.php?p=craigro01,True
Ed Roebuck,USA,1931-07-03,None Attended,https://www.baseball-almanac.com/players/player.php?p=roebued01,False
Karl Spooner,USA,1931-06-23,None Attended,https://www.baseball-almanac.com/players/player.php?p=spoonka01,False
Rip Coleman,USA,1931-07-31,Wake Forest & Syracuse (DNP),https://www.baseball-almanac.com/players/player.php?p=colemri01,True
Bob Grim,USA,1930-03-08,None Attended,https://www.baseball-almanac.com/players/player.php?p=grimbo01,False
Johnny Kucks,USA,1932-07-27,None Attended,https://www.baseball-almanac.com/players/player.php?p=kucksjo01,False
Don Larsen,USA,1929-08-07,None Attended,https://www.baseball-almanac.com/players/player.php?p=larsedo01,False
Tom Sturdivant,USA,1930-04-28,None Attended,https://www.baseball-almanac.com/players/player.php?p=sturdto01,False
Bob Turley,USA,1930-09-19,None Attended,https://www.baseball-almanac.com/players/player.php?p=turlebo01,False
Mickey Mcdermott,USA,1929-04-29,None Attended,https://www.baseball-almanac.com/players/player.php?p=mcdermi03,False
Don Drysdale,USA,1936-07-23,None Attended,https://www.baseball-almanac.com/players/player.php?p=drysddo01,False
Bob Buhl,USA,1928-08-12,None Attended,https://www.baseball-almanac.com/players/player.php?p=buhlbo01,False
Lew Burdette,USA,1926-11-22,University of Richmond,https://www.baseball-almanac.com/players/player.php?p=burdele01,True
Gene Conley,USA,1930-11-10,Washington State College,https://www.baseball-almanac.com/players/player.php?p=conlege01,True
Ernie Johnson,USA,1924-06-16,None Attended,https://www.baseball-almanac.com/players/player.php?p=johnser02,False
Don Mcmahon,USA,1930-01-04,None Attended,https://www.baseball-almanac.com/players/player.php?p=mcmahdo02,False
Juan Pizarro,Puerto Rico,1937-02-07,None Attended,https://www.baseball-almanac.com/players/player.php?p=pizarju01,False
Bob Trowbridge,USA,1930-06-27,None Attended,https://www.baseball-almanac.com/players/player.php?p=trowbbo01,False
Art Ditmar,USA,1929-04-03,None Attended,https://www.baseball-almanac.com/players/player.php?p=ditmaar01,False
Bobby Shantz,USA,1925-09-26,None Attended,https://www.baseball-almanac.com/players/player.php?p=shantbo01,False
Ryne Duren,USA,1929-02-22,None Attended,https://www.baseball-almanac.com/players/player.php?p=durenry01,False
Duke Maas,USA,1929-01-31,None Attended,https://www.baseball-almanac.com/players/player.php?p=maasdu01,False
Zach Monroe,USA,1931-07-08,Bradley University,https://www.baseball-almanac.com/players/player.php?p=monroza01,True
Bob Rush,USA,1925-12-21,None Attended,https://www.baseball-almanac.com/players/player.php?p=rushbo01,False
Carl Willey,USA,1931-06-06,None Attended,https://www.baseball-almanac.com/players/player.php?p=willeca01,False
Chuck Churn,USA,1930-02-01,None Attended,https://www.baseball-almanac.com/players/player.php?p=churnch01,False
Johnny Klippstein,USA,1927-10-17,None Attended,https://www.baseball-almanac.com/players/player.php?p=klippjo01,False
Sandy Koufax,USA,1935-12-30,University of Cincinnati,https://www.baseball-almanac.com/players/player.php?p=koufasa01,True
Larry Sherry,USA,1935-07-25,None Attended,https://www.baseball-almanac.com/players/player.php?p=sherrla01,False
Stan Williams,USA,1936-09-14,None Attended,https://www.baseball-almanac.com/players/player.php?p=willist02,False
Dick Donovan,USA,1927-12-07,None Attended,https://www.baseball-almanac.com/players/player.php?p=donovdi01,False
Turk Lown,USA,1924-05-30,None Attended,https://www.baseball-almanac.com/players/player.php?p=lowntu01,False
Ray Moore,USA,1926-06-01,None Attended,https://www.baseball-almanac.com/players/player.php?p=moorera02,False
Billy Pierce,USA,1927-04-02,None Attended,https://www.baseball-almanac.com/players/player.php?p=piercbi02,False
Bob Shaw,USA,1933-06-29,St. Lawrence University,https://www.baseball-almanac.com/players/player.php?p=shawbo01,True
Gerry Staley,USA,1920-08-21,None Attended,https://www.baseball-almanac.com/players/player.php?p=stalege01,False
Tom Cheney,USA,1934-10-14,Abraham Baldwin Agricultural College,https://www.baseball-almanac.com/players/player.php?p=cheneto01,True
Roy Face,USA,1928-02-20,None Attended,https://www.baseball-almanac.com/players/player.php?p=facero01,False
Bob Friend,USA,1930-11-24,Purdue University,https://www.baseball-almanac.com/players/player.php?p=frienbo01,True
Joe Gibbon,USA,1935-04-10,University of Mississippi,https://www.baseball-almanac.com/players/player.php?p=gibbojo01,True
Fred Green,USA,1933-09-14,None Attended,https://www.baseball-almanac.com/players/player.php?p=greenfr01,False
Harvey Haddix,USA,1925-09-18,None Attended,https://www.baseball-almanac.com/players/player.php?p=haddiha01,False
Vern Law,USA,1930-03-12,None Attended,https://www.baseball-almanac.com/players/player.php?p=lawve01,False
Vinegar Bend Mizell,USA,1930-08-13,None Attended,https://www.baseball-almanac.com/players/player.php?p=mizelvi01,False
George Witt,USA,1931-11-09,None Attended,https://www.baseball-almanac.com/players/player.php?p=wittge01,False
Luis Arroyo,Puerto Rico,1927-02-18,None Attended,https://www.baseball-almanac.com/players/player.php?p=arroylu01,False
Jim Coates,USA,1932-08-04,None Attended,https://www.baseball-almanac.com/players/player.php?p=coateji01,False
Bill Stafford,USA,1939-08-13,None Attended,https://www.baseball-almanac.com/players/player.php?p=staffbi01,False
Ralph Terry,USA,1936-01-09,Southwest Missouri State University (DNP),https://www.baseball-almanac.com/players/player.php?p=terryra01,True
Bud Daley,USA,1932-10-07,None Attended,https://www.baseball-almanac.com/players/player.php?p=daleybu01,False
Jim Brosnan,USA,1929-10-24,Xavier University (DNP),https://www.baseball-almanac.com/players/player.php?p=brosnji01,True
Bill Henry,USA,1927-10-15,None Attended,https://www.baseball-almanac.com/players/player.php?p=henrybi01,False
Ken Hunt,USA,1938-12-14,Brigham Young University,https://www.baseball-almanac.com/players/player.php?p=huntke02,True
Joey Jay,USA,1935-08-15,None Attended,https://www.baseball-almanac.com/players/player.php?p=jayjo01,False
Ken Johnson,USA,1933-06-16,None Attended,https://www.baseball-almanac.com/players/player.php?p=johnske02,False
Sherman Jones,USA,1935-02-10,None Attended,https://www.baseball-almanac.com/players/player.php?p=jonessh02,False
Jim Maloney,USA,1940-06-02,None Attended,https://www.baseball-almanac.com/players/player.php?p=malonji01,False
Jim O'Toole,USA,1937-01-10,University of Wisconsin,https://www.baseball-almanac.com/players/player.php?p=otooji01,True
Bob Purkey,USA,1929-07-14,None Attended,https://www.baseball-almanac.com/players/player.php?p=purkebo01,False
Marshall Bridges,USA,1931-06-02,None Attended,https://www.baseball-almanac.com/players/player.php?p=bridgma01,False
Bobby Bolin,USA,1939-01-29,None Attended,https://www.baseball-almanac.com/players/player.php?p=bolinbo01,False
Juan Marichal,Dominican Republic,1937-10-20,None Attended,https://www.baseball-almanac.com/players/player.php?p=maricju01,False
Stu Miller,USA,1927-12-26,None Attended,https://www.baseball-almanac.com/players/player.php?p=millest01,False
Billy O'Dell,USA,1932-02-10,Clemson Agricultural College,https://www.baseball-almanac.com/players/player.php?p=odelbi01,True
Jack Sanford,USA,1929-05-18,None Attended,https://www.baseball-almanac.com/players/player.php?p=sanfoja02,False
Ron Perranoski,USA,1936-04-01,Michigan State University,https://www.baseball-almanac.com/players/player.php?p=perraro01,True
Jim Bouton,USA,1939-03-08,Western Michigan University,https://www.baseball-almanac.com/players/player.php?p=boutoji01,True
Al Downing,USA,1941-06-28,Rider College (DNP),https://www.baseball-almanac.com/players/player.php?p=downial01,True
Steve Hamilton,USA,1934-11-30,Morehead State University,https://www.baseball-almanac.com/players/player.php?p=hamilst01,True
Hal Reniff,USA,1938-07-02,None Attended,https://www.baseball-almanac.com/players/player.php?p=renifha01,False
Bob Gibson,USA,1935-11-09,Creighton University,https://www.baseball-almanac.com/players/player.php?p=gibsobo01,True
Bob Humphreys,USA,1935-08-18,Hampden-Sydney College,https://www.baseball-almanac.com/players/player.php?p=humphbo01,True
Gordie Richardson,USA,1939-07-19,None Attended,https://www.baseball-almanac.com/players/player.php?p=richago01,False
Ray Sadecki,USA,1940-12-26,None Attended,https://www.baseball-almanac.com/players/player.php?p=sadecra01,False
Barney Schultz,USA,1926-08-15,None Attended,https://www.baseball-almanac.com/players/player.php?p=schulba01,False
Curt Simmons,USA,1929-05-19,None Attended,https://www.baseball-almanac.com/players/player.php?p=simmocu01,False
Ron Taylor,Canada,1937-12-13,Toronto,https://www.baseball-almanac.com/players/player.php?p=tayloro01,True
Pete Mikkelsen,USA,1939-10-25,None Attended,https://www.baseball-almanac.com/players/player.php?p=mikkepe01,False
Rollie Sheldon,USA,1936-12-17,University of Connecticut & Texas A&M,https://www.baseball-almanac.com/players/player.php?p=sheldro01,True
Mel Stottlemyre,USA,1941-11-13,Yakima Valley College,https://www.baseball-almanac.com/players/player.php?p=stottme01,True
Jim Brewer,USA,1937-11-17,None Attended,https://www.baseball-almanac.com/players/player.php?p=breweji01,False
Bob Miller,USA,1939-02-18,None Attended,https://www.baseball-almanac.com/players/player.php?p=millebo04,False
Claude Osteen,USA,1939-08-09,None Attended,https://www.baseball-almanac.com/players/player.php?p=osteecl01,False
Howie Reed,USA,1936-12-21,University of Texas,https://www.baseball-almanac.com/players/player.php?p=reedho01,True
Dave Boswell,USA,1945-01-20,None Attended,https://www.baseball-almanac.com/players/player.php?p=bosweda01,False
Mudcat Grant,USA,1935-08-13,None Attended,https://www.baseball-almanac.com/players/player.php?p=grantmu01,False
Jim Kaat,USA,1938-11-07,Hope College,https://www.baseball-almanac.com/players/player.php?p=kaatji01,True
Jim Merritt,USA,1943-12-09,None Attended,https://www.baseball-almanac.com/players/player.php?p=merriji01,False
Camilo Pascual,Cuba,1934-01-20,None Attended,https://www.baseball-almanac.com/players/player.php?p=pascuca02,False
Jim Perry,USA,1935-10-30,Campbell Junior College,https://www.baseball-almanac.com/players/player.php?p=perryji01,True
Bill Pleis,USA,1937-08-05,None Attended,https://www.baseball-almanac.com/players/player.php?p=pleisbi01,False
Al Worthington,USA,1929-02-05,Howard & Alabama,https://www.baseball-almanac.com/players/player.php?p=worthal01,True
Wally Bunker,USA,1945-01-25,None Attended,https://www.baseball-almanac.com/players/player.php?p=bunkewa01,False
Moe Drabowsky,Poland,1935-07-21,Trinity College,https://www.baseball-almanac.com/players/player.php?p=drabomo01,True
Dave Mcnally,USA,1942-10-31,None Attended,https://www.baseball-almanac.com/players/player.php?p=mcnalda01,False
Jim Palmer,USA,1945-10-15,None Attended,https://www.baseball-almanac.com/players/player.php?p=palmeji01,False
Joe Moeller,USA,1943-02-15,None Attended,https://www.baseball-almanac.com/players/player.php?p=moelljo01,False
Phil Regan,USA,1937-04-06,None Attended,https://www.baseball-almanac.com/players/player.php?p=reganph01,False
Nelson Briles,USA,1943-08-05,University of Santa Clara,https://www.baseball-almanac.com/players/player.php?p=brilene01,True
Steve Carlton,USA,1944-12-22,Miami Dade Community College,https://www.baseball-almanac.com/players/player.php?p=carltst01,True
Joe Hoerner,USA,1936-11-12,None Attended,https://www.baseball-almanac.com/players/player.php?p=hoernjo01,False
Dick Hughes,USA,1938-02-13,University of Arkansas,https://www.baseball-almanac.com/players/player.php?p=hughedi01,True
Larry Jaster,USA,1944-01-13,None Attended,https://www.baseball-almanac.com/players/player.php?p=jastela01,False
Jack Lamabe,USA,1936-10-03,Springfield College & University of Vermont,https://www.baseball-almanac.com/players/player.php?p=lamabja01,True
Ray Washburn,USA,1938-05-31,Whitworth College,https://www.baseball-almanac.com/players/player.php?p=washbra01,True
Ron Willis,USA,1943-07-12,None Attended,https://www.baseball-almanac.com/players/player.php?p=williro01,False
Hal Woodeshick,USA,1932-08-24,None Attended,https://www.baseball-almanac.com/players/player.php?p=woodeha01,False
Gary Bell,USA,1936-11-17,None Attended,https://www.baseball-almanac.com/players/player.php?p=bellga01,False
Ken Brett,USA,1948-09-18,None Attended,https://www.baseball-almanac.com/players/player.php?p=brettke01,False
Jim Lonborg,USA,1942-04-16,Stanford University,https://www.baseball-almanac.com/players/player.php?p=lonboji01,True
Dave Morehead,USA,1942-09-05,None Attended,https://www.baseball-almanac.com/players/player.php?p=morehda01,False
Dan Osinski,USA,1933-11-17,None Attended,https://www.baseball-almanac.com/players/player.php?p=osinsda01,False
Jose Santiago,Puerto Rico,1940-08-15,None Attended,https://www.baseball-almanac.com/players/player.php?p=santijo02,False
Lee Stange,USA,1936-10-27,Drake University (DNP),https://www.baseball-almanac.com/players/player.php?p=stangle01,True
Jerry Stephenson,USA,1943-10-06,None Attended,https://www.baseball-almanac.com/players/player.php?p=stephje01,False
Gary Waslewski,USA,1941-07-21,University of Connecticut,https://www.baseball-almanac.com/players/player.php?p=waslega01,True
John Wyatt,USA,1935-04-19,None Attended,https://www.baseball-almanac.com/players/player.php?p=wyattjo02,False
Pat Dobson,USA,1942-02-12,None Attended,https://www.baseball-almanac.com/players/player.php?p=dobsopa01,False
John Hiller,Canada,1943-04-08,None Attended,https://www.baseball-almanac.com/players/player.php?p=hillejo01,False
Fred Lasher,USA,1941-08-19,None Attended,https://www.baseball-almanac.com/players/player.php?p=lashefr01,False
Mickey Lolich,USA,1940-09-12,None Attended,https://www.baseball-almanac.com/players/player.php?p=lolicmi01,False
Denny Mclain,USA,1944-03-29,None Attended,https://www.baseball-almanac.com/players/player.php?p=mclaide01,False
Daryl Patterson,USA,1943-11-21,College of the Sequoias,https://www.baseball-almanac.com/players/player.php?p=patteda02,True
Joe Sparma,USA,1942-02-04,Ohio State University,https://www.baseball-almanac.com/players/player.php?p=sparmjo01,True
Earl Wilson,USA,1934-10-02,None Attended,https://www.baseball-almanac.com/players/player.php?p=wilsoea01,False
Wayne Granger,USA,1944-03-15,Springfield College,https://www.baseball-almanac.com/players/player.php?p=grangwa01,True
Mel Nelson,USA,1936-05-30,None Attended,https://www.baseball-almanac.com/players/player.php?p=nelsome01,False
Don Cardwell,USA,1935-12-07,Appalachian State University,https://www.baseball-almanac.com/players/player.php?p=cardwdo01,True
Gary Gentry,USA,1946-10-06,Arizona State University,https://www.baseball-almanac.com/players/player.php?p=gentrga01,True
Jerry Koosman,USA,1942-12-23,None Attended,https://www.baseball-almanac.com/players/player.php?p=koosmje01,False
Nolan Ryan,USA,1947-01-31,None Attended,https://www.baseball-almanac.com/players/player.php?p=ryanno01,False
Tom Seaver,USA,1944-11-17,Fresno City College & University of Southern California,https://www.baseball-almanac.com/players/player.php?p=seaveto01,True
Mike Cuellar,Cuba,1937-05-08,None Attended,https://www.baseball-almanac.com/players/player.php?p=cuellmi01,False
Dick Hall,USA,1930-09-27,Swarthmore College,https://www.baseball-almanac.com/players/player.php?p=halldi01,True
Dave Leonhard,USA,1941-01-22,Johns Hopkins University,https://www.baseball-almanac.com/players/player.php?p=leonhda01,True
Pete Richert,USA,1939-10-29,None Attended,https://www.baseball-almanac.com/players/player.php?p=richepe01,False
Eddie Watt,USA,1941-04-04,Iowa State Teachers College,https://www.baseball-almanac.com/players/player.php?p=watted01,True
Marcelino Lopez,Cuba,1943-09-23,None Attended,https://www.baseball-almanac.com/players/player.php?p=lopezma01,False
Tom Phoebus,USA,1942-04-07,None Attended,https://www.baseball-almanac.com/players/player.php?p=phoebto01,False
Clay Carroll,USA,1941-05-02,None Attended,https://www.baseball-almanac.com/players/player.php?p=carrocl02,False
Tony Cloninger,USA,1940-08-13,None Attended,https://www.baseball-almanac.com/players/player.php?p=clonito01,False
Don Gullett,USA,1951-01-06,None Attended,https://www.baseball-almanac.com/players/player.php?p=gulledo01,False
Jim Mcglothlin,USA,1943-10-06,None Attended,https://www.baseball-almanac.com/players/player.php?p=mcgloji01,False
Gary Nolan,USA,1948-05-27,None Attended,https://www.baseball-almanac.com/players/player.php?p=nolanga01,False
Milt Wilcox,USA,1950-04-20,None Attended,https://www.baseball-almanac.com/players/player.php?p=wilcomi01,False
Steve Blass,USA,1942-04-18,None Attended,https://www.baseball-almanac.com/players/player.php?p=blassst01,False
Dock Ellis,USA,1945-03-11,None Attended,https://www.baseball-almanac.com/players/player.php?p=ellisdo01,False
Dave Giusti,USA,1939-11-27,Syracuse University,https://www.baseball-almanac.com/players/player.php?p=giustda01,True
Bob Johnson,USA,1943-04-25,Bradley University (DNP),https://www.baseball-almanac.com/players/player.php?p=johnsbo03,True
Bruce Kison,USA,1950-02-18,None Attended,https://www.baseball-almanac.com/players/player.php?p=kisonbr01,False
Bob Moose,USA,1947-10-09,None Attended,https://www.baseball-almanac.com/players/player.php?p=moosebo01,False
Bob Veale,USA,1935-10-28,Benedictine College,https://www.baseball-almanac.com/players/player.php?p=vealebo01,True
Luke Walker,USA,1943-09-02,None Attended,https://www.baseball-almanac.com/players/player.php?p=walkelu01,False
