year,nl,nl score,al,al score,games_links,al pitchers,nl pitchers,al pitchers links,nl pitchers links,al pitchers and links,nl pitchers and links
1914,Boston Braves,4,Philadelphia Athletics,0,https://www.baseball-almanac.com/ws/yr1914ws.shtml,"['Chief Bender', 'Joe Bush', 'Herb Pennock', 'Eddie Plank', 'Bob Shawkey', 'Weldon Wyckoff']","['Bill James', 'Dick Rudolph', 'Lefty Tyler']","['https://www.baseball-almanac.com/players/player.php?p=bendech01', 'https://www.baseball-almanac.com/players/player.php?p=bushjo01', 'https://www.baseball-almanac.com/players/player.php?p=pennohe01', 'https://www.baseball-almanac.com/players/player.php?p=planked01', 'https://www.baseball-almanac.com/players/player.php?p=shawkbo01', 'https://www.baseball-almanac.com/players/player.php?p=wyckowe01']","['https://www.baseball-almanac.com/players/player.php?p=jamesbi02', 'https://www.baseball-almanac.com/players/player.php?p=rudoldi01', 'https://www.baseball-almanac.com/players/player.php?p=tylerle01']","[{'pitcher_name': 'Chief Bender', 'link': 'https://www.baseball-almanac.com/players/player.php?p=bendech01'}, {'pitcher_name': 'Joe Bush', 'link': 'https://www.baseball-almanac.com/players/player.php?p=bushjo01'}, {'pitcher_name': 'Herb Pennock', 'link': 'https://www.baseball-almanac.com/players/player.php?p=pennohe01'}, {'pitcher_name': 'Eddie Plank', 'link': 'https://www.baseball-almanac.com/players/player.php?p=planked01'}, {'pitcher_name': 'Bob Shawkey', 'link': 'https://www.baseball-almanac.com/players/player.php?p=shawkbo01'}, {'pitcher_name': 'Weldon Wyckoff', 'link': 'https://www.baseball-almanac.com/players/player.php?p=wyckowe01'}]","[{'pitcher_name': 'Bill James', 'link': 'https://www.baseball-almanac.com/players/player.php?p=jamesbi02'}, {'pitcher_name': 'Dick Rudolph', 'link': 'https://www.baseball-almanac.com/players/player.php?p=rudoldi01'}, {'pitcher_name': 'Lefty Tyler', 'link': 'https://www.baseball-almanac.com/players/player.php?p=tylerle01'}]"
1915,Philadelphia Phillies,1,Boston Red Sox,4,https://www.baseball-almanac.com/ws/yr1915ws.shtml,"['Rube Foster', 'Dutch Leonard', 'Ernie Shore']","['Grover Alexander', 'George Chalmers', 'Erskine Mayer', 'Eppa Rixey']","['https://www.baseball-almanac.com/players/player.php?p=fosteru01', 'https://www.baseball-almanac.com/players/player.php?p=leonadu01', 'https://www.baseball-almanac.com/players/player.php?p=shoreer01']","['https://www.baseball-almanac.com/players/player.php?p=alexape01', 'https://www.baseball-almanac.com/players/player.php?p=chalmge01', 'https://www.baseball-almanac.com/players/player.php?p=mayerer01', 'https://www.baseball-almanac.com/players/player.php?p=rixeyep01']","[{'pitcher_name': 'Rube Foster', 'link': 'https://www.baseball-almanac.com/players/player.php?p=fosteru01'}, {'pitcher_name': 'Dutch Leonard', 'link': 'https://www.baseball-almanac.com/players/player.php?p=leonadu01'}, {'pitcher_name': 'Ernie Shore', 'link': 'https://www.baseball-almanac.com/players/player.php?p=shoreer01'}]","[{'pitcher_name': 'Grover Alexander', 'link': 'https://www.baseball-almanac.com/players/player.php?p=alexape01'}, {'pitcher_name': 'George Chalmers', 'link': 'https://www.baseball-almanac.com/players/player.php?p=chalmge01'}, {'pitcher_name': 'Erskine Mayer', 'link': 'https://www.baseball-almanac.com/players/player.php?p=mayerer01'}, {'pitcher_name': 'Eppa Rixey', 'link': 'https://www.baseball-almanac.com/players/player.php?p=rixeyep01'}]"
1916,Brooklyn Robins,1,Boston Red Sox,4,https://www.baseball-almanac.com/ws/yr1916ws.shtml,"['Rube Foster', 'Dutch Leonard', 'Carl Mays', 'Babe Ruth', 'Ernie Shore']","['Larry Cheney', 'Jack Coombs', 'Wheezer Dell', 'Rube Marquard', 'Jeff Pfeffer', 'Nap Rucker', 'Sherry Smith']","['https://www.baseball-almanac.com/players/player.php?p=fosteru01', 'https://www.baseball-almanac.com/players/player.php?p=leonadu01', 'https://www.baseball-almanac.com/players/player.php?p=maysca01', 'https://www.baseball-almanac.com/players/player.php?p=ruthba01', 'https://www.baseball-almanac.com/players/player.php?p=shoreer01']","['https://www.baseball-almanac.com/players/player.php?p=chenela01', 'https://www.baseball-almanac.com/players/player.php?p=coombja01', 'https://www.baseball-almanac.com/players/player.php?p=dellwh01', 'https://www.baseball-almanac.com/players/player.php?p=marquru01', 'https://www.baseball-almanac.com/players/player.php?p=pfeffje01', 'https://www.baseball-almanac.com/players/player.php?p=ruckena01', 'https://www.baseball-almanac.com/players/player.php?p=smithsh01']","[{'pitcher_name': 'Rube Foster', 'link': 'https://www.baseball-almanac.com/players/player.php?p=fosteru01'}, {'pitcher_name': 'Dutch Leonard', 'link': 'https://www.baseball-almanac.com/players/player.php?p=leonadu01'}, {'pitcher_name': 'Carl Mays', 'link': 'https://www.baseball-almanac.com/players/player.php?p=maysca01'}, {'pitcher_name': 'Babe Ruth', 'link': 'https://www.baseball-almanac.com/players/player.php?p=ruthba01'}, {'pitcher_name': 'Ernie Shore', 'link': 'https://www.baseball-almanac.com/players/player.php?p=shoreer01'}]","[{'pitcher_name': 'Larry Cheney', 'link': 'https://www.baseball-almanac.com/players/player.php?p=chenela01'}, {'pitcher_name': 'Jack Coombs', 'link': 'https://www.baseball-almanac.com/players/player.php?p=coombja01'}, {'pitcher_name': 'Wheezer Dell', 'link': 'https://www.baseball-almanac.com/players/player.php?p=dellwh01'}, {'pitcher_name': 'Rube Marquard', 'link': 'https://www.baseball-almanac.com/players/player.php?p=marquru01'}, {'pitcher_name': 'Jeff Pfeffer', 'link': 'https://www.baseball-almanac.com/players/player.php?p=pfeffje01'}, {'pitcher_name': 'Nap Rucker', 'link': 'https://www.baseball-almanac.com/players/player.php?p=ruckena01'}, {'pitcher_name': 'Sherry Smith', 'link': 'https://www.baseball-almanac.com/players/player.php?p=smithsh01'}]"
1917,New York Giants,2,Chicago White Sox,4,https://www.baseball-almanac.com/ws/yr1917ws.shtml,"['Eddie Cicotte', 'Dave Danforth', 'Red Faber', 'Reb Russell', 'Lefty Williams']","['Fred Anderson', 'Rube Benton', 'Pol Perritt', 'Slim Sallee', 'Ferdie Schupp', 'Jeff Tesreau']","['https://www.baseball-almanac.com/players/player.php?p=cicoted01', 'https://www.baseball-almanac.com/players/player.php?p=danfoda01', 'https://www.baseball-almanac.com/players/player.php?p=faberre01', 'https://www.baseball-almanac.com/players/player.php?p=russere01', 'https://www.baseball-almanac.com/players/player.php?p=willile01']","['https://www.baseball-almanac.com/players/player.php?p=anderfr01', 'https://www.baseball-almanac.com/players/player.php?p=bentoru01', 'https://www.baseball-almanac.com/players/player.php?p=perripo01', 'https://www.baseball-almanac.com/players/player.php?p=sallesl01', 'https://www.baseball-almanac.com/players/player.php?p=schupfe01', 'https://www.baseball-almanac.com/players/player.php?p=tesreje01']","[{'pitcher_name': 'Eddie Cicotte', 'link': 'https://www.baseball-almanac.com/players/player.php?p=cicoted01'}, {'pitcher_name': 'Dave Danforth', 'link': 'https://www.baseball-almanac.com/players/player.php?p=danfoda01'}, {'pitcher_name': 'Red Faber', 'link': 'https://www.baseball-almanac.com/players/player.php?p=faberre01'}, {'pitcher_name': 'Reb Russell', 'link': 'https://www.baseball-almanac.com/players/player.php?p=russere01'}, {'pitcher_name': 'Lefty Williams', 'link': 'https://www.baseball-almanac.com/players/player.php?p=willile01'}]","[{'pitcher_name': 'Fred Anderson', 'link': 'https://www.baseball-almanac.com/players/player.php?p=anderfr01'}, {'pitcher_name': 'Rube Benton', 'link': 'https://www.baseball-almanac.com/players/player.php?p=bentoru01'}, {'pitcher_name': 'Pol Perritt', 'link': 'https://www.baseball-almanac.com/players/player.php?p=perripo01'}, {'pitcher_name': 'Slim Sallee', 'link': 'https://www.baseball-almanac.com/players/player.php?p=sallesl01'}, {'pitcher_name': 'Ferdie Schupp', 'link': 'https://www.baseball-almanac.com/players/player.php?p=schupfe01'}, {'pitcher_name': 'Jeff Tesreau', 'link': 'https://www.baseball-almanac.com/players/player.php?p=tesreje01'}]"
1918,Chicago Cubs,2,Boston Red Sox,4,https://www.baseball-almanac.com/ws/yr1918ws.shtml,"['Joe Bush', 'Sam Jones', 'Carl Mays', 'Babe Ruth']","['Phil Douglas', 'Claude Hendrix', 'Lefty Tyler', 'Hippo Vaughn']","['https://www.baseball-almanac.com/players/player.php?p=bushjo01', 'https://www.baseball-almanac.com/players/player.php?p=jonessa01', 'https://www.baseball-almanac.com/players/player.php?p=maysca01', 'https://www.baseball-almanac.com/players/player.php?p=ruthba01']","['https://www.baseball-almanac.com/players/player.php?p=douglph01', 'https://www.baseball-almanac.com/players/player.php?p=hendrcl01', 'https://www.baseball-almanac.com/players/player.php?p=tylerle01', 'https://www.baseball-almanac.com/players/player.php?p=vaughhi01']","[{'pitcher_name': 'Joe Bush', 'link': 'https://www.baseball-almanac.com/players/player.php?p=bushjo01'}, {'pitcher_name': 'Sam Jones', 'link': 'https://www.baseball-almanac.com/players/player.php?p=jonessa01'}, {'pitcher_name': 'Carl Mays', 'link': 'https://www.baseball-almanac.com/players/player.php?p=maysca01'}, {'pitcher_name': 'Babe Ruth', 'link': 'https://www.baseball-almanac.com/players/player.php?p=ruthba01'}]","[{'pitcher_name': 'Phil Douglas', 'link': 'https://www.baseball-almanac.com/players/player.php?p=douglph01'}, {'pitcher_name': 'Claude Hendrix', 'link': 'https://www.baseball-almanac.com/players/player.php?p=hendrcl01'}, {'pitcher_name': 'Lefty Tyler', 'link': 'https://www.baseball-almanac.com/players/player.php?p=tylerle01'}, {'pitcher_name': 'Hippo Vaughn', 'link': 'https://www.baseball-almanac.com/players/player.php?p=vaughhi01'}]"
1919,Cincinnati Reds,5,Chicago White Sox,3,https://www.baseball-almanac.com/ws/yr1919ws.shtml,"['Eddie Cicotte', 'Bill James', 'Dickie Kerr', 'Grover Lowdermilk', 'Erskine Mayer', 'Roy Wilkinson', 'Lefty Williams']","['Hod Eller', 'Ray Fisher', 'Dolf Luque', 'Jimmy Ring', 'Dutch Ruether', 'Slim Sallee']","['https://www.baseball-almanac.com/players/player.php?p=cicoted01', 'https://www.baseball-almanac.com/players/player.php?p=jamesbi01', 'https://www.baseball-almanac.com/players/player.php?p=kerrdi01', 'https://www.baseball-almanac.com/players/player.php?p=lowdegr01', 'https://www.baseball-almanac.com/players/player.php?p=mayerer01', 'https://www.baseball-almanac.com/players/player.php?p=wilkiro01', 'https://www.baseball-almanac.com/players/player.php?p=willile01']","['https://www.baseball-almanac.com/players/player.php?p=ellerho01', 'https://www.baseball-almanac.com/players/player.php?p=fishera01', 'https://www.baseball-almanac.com/players/player.php?p=luquedo01', 'https://www.baseball-almanac.com/players/player.php?p=ringji01', 'https://www.baseball-almanac.com/players/player.php?p=ruethdu01', 'https://www.baseball-almanac.com/players/player.php?p=sallesl01']","[{'pitcher_name': 'Eddie Cicotte', 'link': 'https://www.baseball-almanac.com/players/player.php?p=cicoted01'}, {'pitcher_name': 'Bill James', 'link': 'https://www.baseball-almanac.com/players/player.php?p=jamesbi01'}, {'pitcher_name': 'Dickie Kerr', 'link': 'https://www.baseball-almanac.com/players/player.php?p=kerrdi01'}, {'pitcher_name': 'Grover Lowdermilk', 'link': 'https://www.baseball-almanac.com/players/player.php?p=lowdegr01'}, {'pitcher_name': 'Erskine Mayer', 'link': 'https://www.baseball-almanac.com/players/player.php?p=mayerer01'}, {'pitcher_name': 'Roy Wilkinson', 'link': 'https://www.baseball-almanac.com/players/player.php?p=wilkiro01'}, {'pitcher_name': 'Lefty Williams', 'link': 'https://www.baseball-almanac.com/players/player.php?p=willile01'}]","[{'pitcher_name': 'Hod Eller', 'link': 'https://www.baseball-almanac.com/players/player.php?p=ellerho01'}, {'pitcher_name': 'Ray Fisher', 'link': 'https://www.baseball-almanac.com/players/player.php?p=fishera01'}, {'pitcher_name': 'Dolf Luque', 'link': 'https://www.baseball-almanac.com/players/player.php?p=luquedo01'}, {'pitcher_name': 'Jimmy Ring', 'link': 'https://www.baseball-almanac.com/players/player.php?p=ringji01'}, {'pitcher_name': 'Dutch Ruether', 'link': 'https://www.baseball-almanac.com/players/player.php?p=ruethdu01'}, {'pitcher_name': 'Slim Sallee', 'link': 'https://www.baseball-almanac.com/players/player.php?p=sallesl01'}]"
1920,Brooklyn Robins,2,Cleveland Indians,5,https://www.baseball-almanac.com/ws/yr1920ws.shtml,"['Jim Bagby', 'Ray Caldwell', 'Stan Coveleski', 'Duster Mails', 'George Uhle']","['Leon Cadore', 'Burleigh Grimes', 'Al Mamaux', 'Rube Marquard', 'Clarence Mitchell', 'Jeff Pfeffer', 'Sherry Smith']","['https://www.baseball-almanac.com/players/player.php?p=bagbyji01', 'https://www.baseball-almanac.com/players/player.php?p=caldwra02', 'https://www.baseball-almanac.com/players/player.php?p=covelst01', 'https://www.baseball-almanac.com/players/player.php?p=mailsdu01', 'https://www.baseball-almanac.com/players/player.php?p=uhlege01']","['https://www.baseball-almanac.com/players/player.php?p=cadorle01', 'https://www.baseball-almanac.com/players/player.php?p=grimebu01', 'https://www.baseball-almanac.com/players/player.php?p=mamaual01', 'https://www.baseball-almanac.com/players/player.php?p=marquru01', 'https://www.baseball-almanac.com/players/player.php?p=mitchcl01', 'https://www.baseball-almanac.com/players/player.php?p=pfeffje01', 'https://www.baseball-almanac.com/players/player.php?p=smithsh01']","[{'pitcher_name': 'Jim Bagby', 'link': 'https://www.baseball-almanac.com/players/player.php?p=bagbyji01'}, {'pitcher_name': 'Ray Caldwell', 'link': 'https://www.baseball-almanac.com/players/player.php?p=caldwra02'}, {'pitcher_name': 'Stan Coveleski', 'link': 'https://www.baseball-almanac.com/players/player.php?p=covelst01'}, {'pitcher_name': 'Duster Mails', 'link': 'https://www.baseball-almanac.com/players/player.php?p=mailsdu01'}, {'pitcher_name': 'George Uhle', 'link': 'https://www.baseball-almanac.com/players/player.php?p=uhlege01'}]","[{'pitcher_name': 'Leon Cadore', 'link': 'https://www.baseball-almanac.com/players/player.php?p=cadorle01'}, {'pitcher_name': 'Burleigh Grimes', 'link': 'https://www.baseball-almanac.com/players/player.php?p=grimebu01'}, {'pitcher_name': 'Al Mamaux', 'link': 'https://www.baseball-almanac.com/players/player.php?p=mamaual01'}, {'pitcher_name': 'Rube Marquard', 'link': 'https://www.baseball-almanac.com/players/player.php?p=marquru01'}, {'pitcher_name': 'Clarence Mitchell', 'link': 'https://www.baseball-almanac.com/players/player.php?p=mitchcl01'}, {'pitcher_name': 'Jeff Pfeffer', 'link': 'https://www.baseball-almanac.com/players/player.php?p=pfeffje01'}, {'pitcher_name': 'Sherry Smith', 'link': 'https://www.baseball-almanac.com/players/player.php?p=smithsh01'}]"
1921,New York Giants,5,New York Yankees,3,https://www.baseball-almanac.com/ws/yr1921ws.shtml,"['Rip Collins', 'Harry Harper', 'Waite Hoyt', 'Carl Mays', 'Bill Piercy', 'Jack Quinn', 'Tom Rogers', 'Bob Shawkey']","['Jesse Barnes', 'Phil Douglas', 'Art Nehf', 'Fred Toney']","['https://www.baseball-almanac.com/players/player.php?p=colliri01', 'https://www.baseball-almanac.com/players/player.php?p=harpeha01', 'https://www.baseball-almanac.com/players/player.php?p=hoytwa01', 'https://www.baseball-almanac.com/players/player.php?p=maysca01', 'https://www.baseball-almanac.com/players/player.php?p=piercbi01', 'https://www.baseball-almanac.com/players/player.php?p=quinnja01', 'https://www.baseball-almanac.com/players/player.php?p=rogerto01', 'https://www.baseball-almanac.com/players/player.php?p=shawkbo01']","['https://www.baseball-almanac.com/players/player.php?p=barneje01', 'https://www.baseball-almanac.com/players/player.php?p=douglph01', 'https://www.baseball-almanac.com/players/player.php?p=nehfar01', 'https://www.baseball-almanac.com/players/player.php?p=toneyfr01']","[{'pitcher_name': 'Rip Collins', 'link': 'https://www.baseball-almanac.com/players/player.php?p=colliri01'}, {'pitcher_name': 'Harry Harper', 'link': 'https://www.baseball-almanac.com/players/player.php?p=harpeha01'}, {'pitcher_name': 'Waite Hoyt', 'link': 'https://www.baseball-almanac.com/players/player.php?p=hoytwa01'}, {'pitcher_name': 'Carl Mays', 'link': 'https://www.baseball-almanac.com/players/player.php?p=maysca01'}, {'pitcher_name': 'Bill Piercy', 'link': 'https://www.baseball-almanac.com/players/player.php?p=piercbi01'}, {'pitcher_name': 'Jack Quinn', 'link': 'https://www.baseball-almanac.com/players/player.php?p=quinnja01'}, {'pitcher_name': 'Tom Rogers', 'link': 'https://www.baseball-almanac.com/players/player.php?p=rogerto01'}, {'pitcher_name': 'Bob Shawkey', 'link': 'https://www.baseball-almanac.com/players/player.php?p=shawkbo01'}]","[{'pitcher_name': 'Jesse Barnes', 'link': 'https://www.baseball-almanac.com/players/player.php?p=barneje01'}, {'pitcher_name': 'Phil Douglas', 'link': 'https://www.baseball-almanac.com/players/player.php?p=douglph01'}, {'pitcher_name': 'Art Nehf', 'link': 'https://www.baseball-almanac.com/players/player.php?p=nehfar01'}, {'pitcher_name': 'Fred Toney', 'link': 'https://www.baseball-almanac.com/players/player.php?p=toneyfr01'}]"
1922,New York Giants,4,New York Yankees,0,https://www.baseball-almanac.com/ws/yr1922ws.shtml,"['Joe Bush', 'Waite Hoyt', 'Sam Jones', 'Carl Mays', 'Bob Shawkey']","['Jesse Barnes', 'Hugh Mcquillan', 'Art Nehf', 'Rosy Ryan', 'Jack Scott']","['https://www.baseball-almanac.com/players/player.php?p=bushjo01', 'https://www.baseball-almanac.com/players/player.php?p=hoytwa01', 'https://www.baseball-almanac.com/players/player.php?p=jonessa01', 'https://www.baseball-almanac.com/players/player.php?p=maysca01', 'https://www.baseball-almanac.com/players/player.php?p=shawkbo01']","['https://www.baseball-almanac.com/players/player.php?p=barneje01', 'https://www.baseball-almanac.com/players/player.php?p=mcquihu01', 'https://www.baseball-almanac.com/players/player.php?p=nehfar01', 'https://www.baseball-almanac.com/players/player.php?p=ryanro01', 'https://www.baseball-almanac.com/players/player.php?p=scottja01']","[{'pitcher_name': 'Joe Bush', 'link': 'https://www.baseball-almanac.com/players/player.php?p=bushjo01'}, {'pitcher_name': 'Waite Hoyt', 'link': 'https://www.baseball-almanac.com/players/player.php?p=hoytwa01'}, {'pitcher_name': 'Sam Jones', 'link': 'https://www.baseball-almanac.com/players/player.php?p=jonessa01'}, {'pitcher_name': 'Carl Mays', 'link': 'https://www.baseball-almanac.com/players/player.php?p=maysca01'}, {'pitcher_name': 'Bob Shawkey', 'link': 'https://www.baseball-almanac.com/players/player.php?p=shawkbo01'}]","[{'pitcher_name': 'Jesse Barnes', 'link': 'https://www.baseball-almanac.com/players/player.php?p=barneje01'}, {'pitcher_name': 'Hugh Mcquillan', 'link': 'https://www.baseball-almanac.com/players/player.php?p=mcquihu01'}, {'pitcher_name': 'Art Nehf', 'link': 'https://www.baseball-almanac.com/players/player.php?p=nehfar01'}, {'pitcher_name': 'Rosy Ryan', 'link': 'https://www.baseball-almanac.com/players/player.php?p=ryanro01'}, {'pitcher_name': 'Jack Scott', 'link': 'https://www.baseball-almanac.com/players/player.php?p=scottja01'}]"
1923,New York Giants,2,New York Yankees,4,https://www.baseball-almanac.com/ws/yr1923ws.shtml,"['Joe Bush', 'Waite Hoyt', 'Sam Jones', 'Herb Pennock', 'Bob Shawkey']","['Virgil Barnes', 'Jack Bentley', 'Claude Jonnard', 'Hugh Mcquillan', 'Art Nehf', 'Rosy Ryan', 'Jack Scott', 'Mule Watson']","['https://www.baseball-almanac.com/players/player.php?p=bushjo01', 'https://www.baseball-almanac.com/players/player.php?p=hoytwa01', 'https://www.baseball-almanac.com/players/player.php?p=jonessa01', 'https://www.baseball-almanac.com/players/player.php?p=pennohe01', 'https://www.baseball-almanac.com/players/player.php?p=shawkbo01']","['https://www.baseball-almanac.com/players/player.php?p=barnevi01', 'https://www.baseball-almanac.com/players/player.php?p=bentlja01', 'https://www.baseball-almanac.com/players/player.php?p=jonnacl01', 'https://www.baseball-almanac.com/players/player.php?p=mcquihu01', 'https://www.baseball-almanac.com/players/player.php?p=nehfar01', 'https://www.baseball-almanac.com/players/player.php?p=ryanro01', 'https://www.baseball-almanac.com/players/player.php?p=scottja01', 'https://www.baseball-almanac.com/players/player.php?p=watsomu01']","[{'pitcher_name': 'Joe Bush', 'link': 'https://www.baseball-almanac.com/players/player.php?p=bushjo01'}, {'pitcher_name': 'Waite Hoyt', 'link': 'https://www.baseball-almanac.com/players/player.php?p=hoytwa01'}, {'pitcher_name': 'Sam Jones', 'link': 'https://www.baseball-almanac.com/players/player.php?p=jonessa01'}, {'pitcher_name': 'Herb Pennock', 'link': 'https://www.baseball-almanac.com/players/player.php?p=pennohe01'}, {'pitcher_name': 'Bob Shawkey', 'link': 'https://www.baseball-almanac.com/players/player.php?p=shawkbo01'}]","[{'pitcher_name': 'Virgil Barnes', 'link': 'https://www.baseball-almanac.com/players/player.php?p=barnevi01'}, {'pitcher_name': 'Jack Bentley', 'link': 'https://www.baseball-almanac.com/players/player.php?p=bentlja01'}, {'pitcher_name': 'Claude Jonnard', 'link': 'https://www.baseball-almanac.com/players/player.php?p=jonnacl01'}, {'pitcher_name': 'Hugh Mcquillan', 'link': 'https://www.baseball-almanac.com/players/player.php?p=mcquihu01'}, {'pitcher_name': 'Art Nehf', 'link': 'https://www.baseball-almanac.com/players/player.php?p=nehfar01'}, {'pitcher_name': 'Rosy Ryan', 'link': 'https://www.baseball-almanac.com/players/player.php?p=ryanro01'}, {'pitcher_name': 'Jack Scott', 'link': 'https://www.baseball-almanac.com/players/player.php?p=scottja01'}, {'pitcher_name': 'Mule Watson', 'link': 'https://www.baseball-almanac.com/players/player.php?p=watsomu01'}]"
1924,New York Giants,3,Washington Senators,4,https://www.baseball-almanac.com/ws/yr1924ws.shtml,"['Walter Johnson', 'Firpo Marberry', 'Joe Martina', 'George Mogridge', 'Curly Ogden', 'Allan Russell', 'By Speece', 'Tom Zachary']","['Harry Baldwin', 'Virgil Barnes', 'Jack Bentley', 'Wayland Dean', 'Claude Jonnard', 'Hugh Mcquillan', 'Art Nehf', 'Rosy Ryan', 'Mule Watson']","['https://www.baseball-almanac.com/players/player.php?p=johnswa01', 'https://www.baseball-almanac.com/players/player.php?p=marbefi01', 'https://www.baseball-almanac.com/players/player.php?p=martijo02', 'https://www.baseball-almanac.com/players/player.php?p=mogrige01', 'https://www.baseball-almanac.com/players/player.php?p=ogdencu01', 'https://www.baseball-almanac.com/players/player.php?p=russeal01', 'https://www.baseball-almanac.com/players/player.php?p=speecby01', 'https://www.baseball-almanac.com/players/player.php?p=zachato01']","['https://www.baseball-almanac.com/players/player.php?p=baldwha01', 'https://www.baseball-almanac.com/players/player.php?p=barnevi01', 'https://www.baseball-almanac.com/players/player.php?p=bentlja01', 'https://www.baseball-almanac.com/players/player.php?p=deanwa01', 'https://www.baseball-almanac.com/players/player.php?p=jonnacl01', 'https://www.baseball-almanac.com/players/player.php?p=mcquihu01', 'https://www.baseball-almanac.com/players/player.php?p=nehfar01', 'https://www.baseball-almanac.com/players/player.php?p=ryanro01', 'https://www.baseball-almanac.com/players/player.php?p=watsomu01']","[{'pitcher_name': 'Walter Johnson', 'link': 'https://www.baseball-almanac.com/players/player.php?p=johnswa01'}, {'pitcher_name': 'Firpo Marberry', 'link': 'https://www.baseball-almanac.com/players/player.php?p=marbefi01'}, {'pitcher_name': 'Joe Martina', 'link': 'https://www.baseball-almanac.com/players/player.php?p=martijo02'}, {'pitcher_name': 'George Mogridge', 'link': 'https://www.baseball-almanac.com/players/player.php?p=mogrige01'}, {'pitcher_name': 'Curly Ogden', 'link': 'https://www.baseball-almanac.com/players/player.php?p=ogdencu01'}, {'pitcher_name': 'Allan Russell', 'link': 'https://www.baseball-almanac.com/players/player.php?p=russeal01'}, {'pitcher_name': 'By Speece', 'link': 'https://www.baseball-almanac.com/players/player.php?p=speecby01'}, {'pitcher_name': 'Tom Zachary', 'link': 'https://www.baseball-almanac.com/players/player.php?p=zachato01'}]","[{'pitcher_name': 'Harry Baldwin', 'link': 'https://www.baseball-almanac.com/players/player.php?p=baldwha01'}, {'pitcher_name': 'Virgil Barnes', 'link': 'https://www.baseball-almanac.com/players/player.php?p=barnevi01'}, {'pitcher_name': 'Jack Bentley', 'link': 'https://www.baseball-almanac.com/players/player.php?p=bentlja01'}, {'pitcher_name': 'Wayland Dean', 'link': 'https://www.baseball-almanac.com/players/player.php?p=deanwa01'}, {'pitcher_name': 'Claude Jonnard', 'link': 'https://www.baseball-almanac.com/players/player.php?p=jonnacl01'}, {'pitcher_name': 'Hugh Mcquillan', 'link': 'https://www.baseball-almanac.com/players/player.php?p=mcquihu01'}, {'pitcher_name': 'Art Nehf', 'link': 'https://www.baseball-almanac.com/players/player.php?p=nehfar01'}, {'pitcher_name': 'Rosy Ryan', 'link': 'https://www.baseball-almanac.com/players/player.php?p=ryanro01'}, {'pitcher_name': 'Mule Watson', 'link': 'https://www.baseball-almanac.com/players/player.php?p=watsomu01'}]"
1925,Pittsburgh Pirates,4,Washington Senators,3,https://www.baseball-almanac.com/ws/yr1925ws.shtml,"['Win Ballou', 'Stan Coveleski', 'Alex Ferguson', 'Walter Johnson', 'Firpo Marberry', 'Tom Zachary']","['Babe Adams', 'Vic Aldridge', 'Ray Kremer', 'Lee Meadows', 'Johnny Morrison', 'Red Oldham', 'Emil Yde']","['https://www.baseball-almanac.com/players/player.php?p=ballowi01', 'https://www.baseball-almanac.com/players/player.php?p=covelst01', 'https://www.baseball-almanac.com/players/player.php?p=fergual01', 'https://www.baseball-almanac.com/players/player.php?p=johnswa01', 'https://www.baseball-almanac.com/players/player.php?p=marbefi01', 'https://www.baseball-almanac.com/players/player.php?p=zachato01']","['https://www.baseball-almanac.com/players/player.php?p=adamsba01', 'https://www.baseball-almanac.com/players/player.php?p=aldrivi01', 'https://www.baseball-almanac.com/players/player.php?p=kremera01', 'https://www.baseball-almanac.com/players/player.php?p=meadole01', 'https://www.baseball-almanac.com/players/player.php?p=morrijo04', 'https://www.baseball-almanac.com/players/player.php?p=oldhare01', 'https://www.baseball-almanac.com/players/player.php?p=ydeem01']","[{'pitcher_name': 'Win Ballou', 'link': 'https://www.baseball-almanac.com/players/player.php?p=ballowi01'}, {'pitcher_name': 'Stan Coveleski', 'link': 'https://www.baseball-almanac.com/players/player.php?p=covelst01'}, {'pitcher_name': 'Alex Ferguson', 'link': 'https://www.baseball-almanac.com/players/player.php?p=fergual01'}, {'pitcher_name': 'Walter Johnson', 'link': 'https://www.baseball-almanac.com/players/player.php?p=johnswa01'}, {'pitcher_name': 'Firpo Marberry', 'link': 'https://www.baseball-almanac.com/players/player.php?p=marbefi01'}, {'pitcher_name': 'Tom Zachary', 'link': 'https://www.baseball-almanac.com/players/player.php?p=zachato01'}]","[{'pitcher_name': 'Babe Adams', 'link': 'https://www.baseball-almanac.com/players/player.php?p=adamsba01'}, {'pitcher_name': 'Vic Aldridge', 'link': 'https://www.baseball-almanac.com/players/player.php?p=aldrivi01'}, {'pitcher_name': 'Ray Kremer', 'link': 'https://www.baseball-almanac.com/players/player.php?p=kremera01'}, {'pitcher_name': 'Lee Meadows', 'link': 'https://www.baseball-almanac.com/players/player.php?p=meadole01'}, {'pitcher_name': 'Johnny Morrison', 'link': 'https://www.baseball-almanac.com/players/player.php?p=morrijo04'}, {'pitcher_name': 'Red Oldham', 'link': 'https://www.baseball-almanac.com/players/player.php?p=oldhare01'}, {'pitcher_name': 'Emil Yde', 'link': 'https://www.baseball-almanac.com/players/player.php?p=ydeem01'}]"
